guid,label,output
102849_chunk1_0,Dutch,Bulgarian
102849_chunk1_1,Dutch,Bulgarian
102849_chunk1_2,Dutch,Bulgarian
102849_chunk1_3,Dutch,Bulgarian
102849_chunk2_0,Dutch,Dutch
102849_chunk2_1,Dutch,Spanish
102849_chunk2_2,Dutch,Spanish
102849_chunk2_3,Dutch,Spanish
102849_chunk3_0,Dutch,Bulgarian
102849_chunk3_1,Dutch,Bulgarian
102849_chunk3_2,Dutch,Bulgarian
102849_chunk3_3,Dutch,Bulgarian
102849_chunk4_0,Dutch,Bulgarian
102849_chunk4_1,Dutch,Bulgarian
102849_chunk4_2,Dutch,Bulgarian
102849_chunk4_3,Dutch,Bulgarian
3dom_chunk10_0,Russian,Bulgarian
3dom_chunk10_1,Russian,Bulgarian
3dom_chunk10_2,Russian,Bulgarian
3dom_chunk10_3,Russian,Bulgarian
3dom_chunk10_4,Russian,Bulgarian
3dom_chunk11_0,Russian,Russian
3dom_chunk11_1,Russian,Bulgarian
3dom_chunk11_2,Russian,Bulgarian
3dom_chunk11_3,Russian,Bulgarian
3dom_chunk11_4,Russian,Russian
3dom_chunk12_0,Russian,Bulgarian
3dom_chunk12_1,Russian,Bulgarian
3dom_chunk12_2,Russian,Bulgarian
3dom_chunk12_3,Russian,Bulgarian
3dom_chunk13_0,Russian,Spanish
3dom_chunk13_1,Russian,Spanish
3dom_chunk14_0,Russian,Bulgarian
3dom_chunk14_1,Russian,Bulgarian
3dom_chunk14_2,Russian,Bulgarian
3dom_chunk14_3,Russian,Bulgarian
3dom_chunk15_0,Russian,Bulgarian
3dom_chunk15_1,Russian,Bulgarian
3dom_chunk15_2,Russian,Bulgarian
3dom_chunk16_0,Russian,Russian
3dom_chunk16_1,Russian,Bulgarian
3dom_chunk16_2,Russian,Bulgarian
3dom_chunk16_3,Russian,Russian
3dom_chunk17_0,Russian,Bulgarian
3dom_chunk17_1,Russian,Bulgarian
3dom_chunk17_2,Russian,Bulgarian
3dom_chunk1_0,Russian,Bulgarian
3dom_chunk1_1,Russian,Bulgarian
3dom_chunk1_2,Russian,Bulgarian
3dom_chunk1_3,Russian,Bulgarian
3dom_chunk2_0,Russian,Bulgarian
3dom_chunk2_1,Russian,Bulgarian
3dom_chunk2_2,Russian,Bulgarian
3dom_chunk3_0,Russian,Spanish
3dom_chunk3_1,Russian,Spanish
3dom_chunk4_0,Russian,Bulgarian
3dom_chunk4_1,Russian,Bulgarian
3dom_chunk4_2,Russian,Bulgarian
3dom_chunk4_3,Russian,Bulgarian
3dom_chunk5_0,Russian,Bulgarian
3dom_chunk5_1,Russian,Bulgarian
3dom_chunk5_2,Russian,Bulgarian
3dom_chunk5_3,Russian,Bulgarian
