guid,label,output
100courics_chunk1_0,Hungarian,Hungarian
100courics_chunk1_1,Hungarian,Bulgarian
100courics_chunk1_2,Hungarian,Hungarian
100courics_chunk2_0,Hungarian,Hungarian
100courics_chunk2_1,Hungarian,Bulgarian
100courics_chunk2_2,Hungarian,Bulgarian
100courics_chunk2_3,Hungarian,Spanish
100courics_chunk2_4,Hungarian,Spanish
100courics_chunk3_0,Hungarian,Bulgarian
100courics_chunk3_1,Hungarian,Romanian
100courics_chunk3_2,Hungarian,Bulgarian
100courics_chunk4_0,Hungarian,Romanian
100courics_chunk4_1,Hungarian,Bulgarian
100courics_chunk4_2,Hungarian,Romanian
100courics_chunk5_0,Hungarian,Bulgarian
100courics_chunk5_1,Hungarian,Spanish
100courics_chunk5_2,Hungarian,Serbian
100courics_chunk6_0,Hungarian,Hungarian
100courics_chunk6_1,Hungarian,Hungarian
100courics_chunk6_2,Hungarian,Bulgarian
100courics_chunk7_0,Hungarian,Hungarian
100courics_chunk7_1,Hungarian,Czech
100courics_chunk7_2,Hungarian,Czech
100courics_chunk7_3,Hungarian,Spanish
100courics_chunk8_0,Hungarian,Hungarian
100courics_chunk8_1,Hungarian,Romanian
100courics_chunk8_2,Hungarian,Romanian
100courics_chunk8_3,Hungarian,Romanian
102849_chunk1_0,Dutch,Czech
102849_chunk1_1,Dutch,Spanish
102849_chunk1_2,Dutch,German
102849_chunk1_3,Dutch,Greek
102849_chunk2_0,Dutch,Dutch
102849_chunk2_1,Dutch,Spanish
102849_chunk2_2,Dutch,Spanish
102849_chunk2_3,Dutch,Spanish
102849_chunk3_0,Dutch,Spanish
102849_chunk3_1,Dutch,Czech
102849_chunk3_2,Dutch,Czech
102849_chunk3_3,Dutch,Spanish
102849_chunk4_0,Dutch,Greek
102849_chunk4_1,Dutch,Bulgarian
102849_chunk4_2,Dutch,German
102849_chunk4_3,Dutch,Greek
53bvo_chunk10_0,Dutch,Spanish
53bvo_chunk10_1,Dutch,Spanish
53bvo_chunk10_2,Dutch,Greek
53bvo_chunk11_0,Dutch,Czech
53bvo_chunk11_1,Dutch,Greek
53bvo_chunk11_2,Dutch,Greek
53bvo_chunk12_0,Dutch,Bulgarian
53bvo_chunk12_1,Dutch,Greek
53bvo_chunk12_2,Dutch,Italian
53bvo_chunk13_0,Dutch,Spanish
53bvo_chunk13_1,Dutch,Spanish
53bvo_chunk13_2,Dutch,Spanish
53bvo_chunk14_0,Dutch,Spanish
53bvo_chunk14_1,Dutch,Spanish
53bvo_chunk14_2,Dutch,Greek
53bvo_chunk15_0,Dutch,Czech
53bvo_chunk15_1,Dutch,Spanish
53bvo_chunk15_2,Dutch,Greek
53bvo_chunk16_0,Dutch,Greek
53bvo_chunk16_1,Dutch,Greek
53bvo_chunk16_2,Dutch,Greek
53bvo_chunk17_0,Dutch,Bulgarian
53bvo_chunk17_1,Dutch,Greek
53bvo_chunk17_2,Dutch,Greek
53bvo_chunk1_0,Dutch,Greek
53bvo_chunk1_1,Dutch,Bulgarian
53bvo_chunk1_2,Dutch,Greek
53bvo_chunk2_0,Dutch,Bulgarian
53bvo_chunk2_1,Dutch,Greek
53bvo_chunk2_2,Dutch,Czech
53bvo_chunk3_0,Dutch,Czech
53bvo_chunk3_1,Dutch,Spanish
53bvo_chunk3_2,Dutch,Greek
53bvo_chunk4_0,Dutch,Greek
53bvo_chunk4_1,Dutch,Greek
53bvo_chunk4_2,Dutch,Bulgarian
53bvo_chunk4_3,Dutch,Greek
53bvo_chunk5_0,Dutch,Greek
53bvo_chunk5_1,Dutch,Bulgarian
53bvo_chunk5_2,Dutch,Greek
53bvo_chunk5_3,Dutch,Bulgarian
53bvo_chunk6_0,Dutch,Greek
53bvo_chunk6_1,Dutch,Greek
53bvo_chunk6_2,Dutch,Spanish
53bvo_chunk7_0,Dutch,Bulgarian
53bvo_chunk7_1,Dutch,Bulgarian
53bvo_chunk7_2,Dutch,Spanish
53bvo_chunk7_3,Dutch,Bulgarian
53bvo_chunk8_0,Dutch,Bulgarian
53bvo_chunk8_1,Dutch,Bulgarian
53bvo_chunk8_2,Dutch,Greek
53bvo_chunk9_0,Dutch,Czech
53bvo_chunk9_1,Dutch,Greek
53bvo_chunk9_2,Dutch,Greek
53bvo_chunk9_3,Dutch,Greek
6unauss_chunk10_0,Estonian,Bulgarian
6unauss_chunk10_1,Estonian,Greek
6unauss_chunk10_2,Estonian,Greek
6unauss_chunk10_3,Estonian,Greek
6unauss_chunk1_0,Estonian,Greek
6unauss_chunk1_1,Estonian,Spanish
6unauss_chunk1_2,Estonian,Greek
6unauss_chunk1_3,Estonian,Bulgarian
6unauss_chunk2_0,Estonian,Spanish
6unauss_chunk2_1,Estonian,Spanish
6unauss_chunk2_2,Estonian,Spanish
6unauss_chunk2_3,Estonian,Greek
6unauss_chunk2_4,Estonian,Greek
6unauss_chunk3_0,Estonian,Spanish
6unauss_chunk3_1,Estonian,Czech
6unauss_chunk3_2,Estonian,Spanish
6unauss_chunk3_3,Estonian,Czech
6unauss_chunk4_0,Estonian,Bulgarian
6unauss_chunk4_1,Estonian,Bulgarian
6unauss_chunk4_2,Estonian,Bulgarian
