guid,input,output,logit,input_label,output_label
04337,3.0,3.0,11.131514549255371,GER,GER
00223,5.0,5.0,12.464611053466797,ITA,ITA
07858,3.0,3.0,11.392536163330078,GER,GER
01504,5.0,5.0,12.635028839111328,ITA,ITA
01960,7.0,7.0,10.4048433303833,KOR,KOR
01232,7.0,7.0,10.389216423034668,KOR,KOR
04198,7.0,7.0,10.335196495056152,KOR,KOR
07772,9.0,9.0,10.868241310119629,TEL,TEL
04010,9.0,9.0,10.550509452819824,TEL,TEL
04199,3.0,3.0,10.537809371948242,GER,GER
06879,6.0,6.0,10.583389282226562,JPN,JPN
08516,1.0,1.0,11.155762672424316,CHI,CHI
01871,5.0,5.0,12.81988525390625,ITA,ITA
06941,5.0,5.0,12.838469505310059,ITA,ITA
10492,1.0,1.0,10.287468910217285,CHI,CHI
02650,7.0,7.0,10.244549751281738,KOR,KOR
04325,2.0,2.0,10.861655235290527,FRE,FRE
02135,3.0,3.0,11.320733070373535,GER,GER
00980,0.0,0.0,10.150293350219727,ARA,ARA
04436,1.0,1.0,11.26335620880127,CHI,CHI
02127,3.0,3.0,10.667525291442871,GER,GER
03221,4.0,4.0,8.059847831726074,HIN,HIN
03082,5.0,5.0,12.495230674743652,ITA,ITA
05269,4.0,4.0,10.42142105102539,HIN,HIN
11438,1.0,1.0,11.00745677947998,CHI,CHI
02886,1.0,1.0,10.70047378540039,CHI,CHI
05665,9.0,9.0,10.461828231811523,TEL,TEL
12722,1.0,1.0,10.755727767944336,CHI,CHI
08767,0.0,0.0,11.346663475036621,ARA,ARA
04401,1.0,1.0,10.900425910949707,CHI,CHI
09646,2.0,2.0,10.512434959411621,FRE,FRE
13015,1.0,1.0,11.181242942810059,CHI,CHI
06121,3.0,3.0,10.955389022827148,GER,GER
03962,5.0,5.0,12.446817398071289,ITA,ITA
10442,3.0,3.0,10.40169620513916,GER,GER
03758,8.0,8.0,10.788711547851562,SPA,SPA
03655,6.0,6.0,10.330565452575684,JPN,JPN
02615,0.0,0.0,9.77678394317627,ARA,ARA
10978,6.0,6.0,11.031110763549805,JPN,JPN
03520,5.0,5.0,12.323585510253906,ITA,ITA
01980,0.0,0.0,10.764779090881348,ARA,ARA
07908,6.0,6.0,8.597177505493164,JPN,JPN
11257,8.0,8.0,10.401826858520508,SPA,SPA
02294,6.0,6.0,10.934774398803711,JPN,JPN
04813,8.0,8.0,10.096701622009277,SPA,SPA
06837,5.0,5.0,12.789528846740723,ITA,ITA
06240,1.0,1.0,11.155348777770996,CHI,CHI
09604,5.0,5.0,12.986197471618652,ITA,ITA
04090,2.0,2.0,10.286757469177246,FRE,FRE
00412,10.0,10.0,11.307002067565918,TUR,TUR
03779,7.0,7.0,10.132512092590332,KOR,KOR
10991,8.0,8.0,11.013993263244629,SPA,SPA
10403,10.0,10.0,12.171385765075684,TUR,TUR
10224,1.0,1.0,10.989830017089844,CHI,CHI
09143,4.0,4.0,10.185529708862305,HIN,HIN
07986,2.0,2.0,9.062901496887207,FRE,FRE
12665,9.0,9.0,11.34671688079834,TEL,TEL
13163,4.0,4.0,10.931575775146484,HIN,HIN
04446,10.0,10.0,11.682624816894531,TUR,TUR
12756,4.0,4.0,9.09951400756836,HIN,HIN
