guid,input,output,logit,input_label,output_label
00731,8.0,8.0,7.2263689041137695,SPA,SPA
06916,1.0,1.0,7.778520107269287,CHI,CHI
00282,10.0,10.0,6.56671142578125,TUR,TUR
05323,1.0,1.0,7.512069225311279,CHI,CHI
08672,8.0,8.0,7.28083610534668,SPA,SPA
06213,9.0,4.0,5.6982293128967285,TEL,HIN
04291,6.0,6.0,7.101442337036133,JPN,JPN
07236,3.0,3.0,6.354869365692139,GER,GER
01497,8.0,8.0,7.434173107147217,SPA,SPA
11964,4.0,4.0,7.128451347351074,HIN,HIN
03094,0.0,0.0,7.694203853607178,ARA,ARA
01817,5.0,5.0,7.664126873016357,ITA,ITA
06774,9.0,9.0,7.151537895202637,TEL,TEL
11512,10.0,0.0,4.899024963378906,TUR,ARA
09487,8.0,8.0,7.2895636558532715,SPA,SPA
04053,3.0,3.0,7.824167728424072,GER,GER
02921,5.0,5.0,7.5088653564453125,ITA,ITA
06767,7.0,6.0,6.202233791351318,KOR,JPN
05730,5.0,5.0,7.703591346740723,ITA,ITA
04306,5.0,5.0,7.494189262390137,ITA,ITA
03588,1.0,8.0,2.4928035736083984,CHI,SPA
07795,0.0,0.0,4.449734687805176,ARA,ARA
10312,0.0,0.0,7.743365287780762,ARA,ARA
04329,4.0,0.0,6.286501407623291,HIN,ARA
12185,3.0,3.0,7.074368476867676,GER,GER
05248,10.0,10.0,5.492186546325684,TUR,TUR
05582,6.0,6.0,7.242366790771484,JPN,JPN
04447,6.0,7.0,5.755864143371582,JPN,KOR
11191,2.0,2.0,7.079899787902832,FRE,FRE
11756,5.0,5.0,7.105591773986816,ITA,ITA
10530,6.0,6.0,7.2910261154174805,JPN,JPN
02263,4.0,9.0,6.87338924407959,HIN,TEL
00693,4.0,4.0,7.146160125732422,HIN,HIN
10908,6.0,6.0,7.211199760437012,JPN,JPN
03624,6.0,6.0,5.969236373901367,JPN,JPN
03005,9.0,9.0,7.065408706665039,TEL,TEL
06209,8.0,8.0,6.035949230194092,SPA,SPA
08760,1.0,6.0,6.162130355834961,CHI,JPN
04261,5.0,5.0,5.703344821929932,ITA,ITA
04903,1.0,1.0,4.825413227081299,CHI,CHI
01715,0.0,0.0,7.503515720367432,ARA,ARA
07125,10.0,0.0,5.758769512176514,TUR,ARA
00289,0.0,0.0,7.3741888999938965,ARA,ARA
06572,1.0,1.0,7.658576011657715,CHI,CHI
02690,10.0,10.0,4.983132362365723,TUR,TUR
