guid,input,output,logit,input_label,output_label
04337,4.0,4.0,5.274395942687988,HIN,HIN
00223,4.0,4.0,5.22169303894043,HIN,HIN
07858,10.0,10.0,6.2377190589904785,TUR,TUR
01504,10.0,10.0,5.300800323486328,TUR,TUR
01960,0.0,0.0,6.983757019042969,ARA,ARA
01232,0.0,0.0,7.217970848083496,ARA,ARA
04198,7.0,7.0,5.045134544372559,KOR,KOR
07772,8.0,8.0,5.244982719421387,SPA,SPA
04010,7.0,7.0,5.359076499938965,KOR,KOR
04199,3.0,3.0,7.1646881103515625,GER,GER
06879,8.0,8.0,6.297061920166016,SPA,SPA
08516,7.0,7.0,6.095405578613281,KOR,KOR
01871,0.0,0.0,5.87251615524292,ARA,ARA
06941,6.0,6.0,5.832607269287109,JPN,JPN
10492,4.0,9.0,6.371015548706055,HIN,TEL
02650,6.0,6.0,6.40937614440918,JPN,JPN
04325,5.0,5.0,6.765527248382568,ITA,ITA
02135,0.0,0.0,6.704437255859375,ARA,ARA
00980,1.0,1.0,5.524759769439697,CHI,CHI
04436,3.0,3.0,6.28560733795166,GER,GER
02127,4.0,4.0,6.096722602844238,HIN,HIN
03221,3.0,3.0,6.172860145568848,GER,GER
03082,7.0,6.0,5.820918083190918,KOR,JPN
05269,6.0,6.0,6.458667278289795,JPN,JPN
11438,2.0,2.0,5.556951999664307,FRE,FRE
02886,4.0,4.0,6.311675071716309,HIN,HIN
05665,7.0,7.0,6.821361064910889,KOR,KOR
12722,2.0,2.0,5.78875207901001,FRE,FRE
08767,2.0,2.0,4.2458415031433105,FRE,FRE
04401,4.0,4.0,5.66525936126709,HIN,HIN
09646,1.0,1.0,6.885509490966797,CHI,CHI
13015,4.0,1.0,1.8256146907806396,HIN,CHI
06121,6.0,6.0,5.2547502517700195,JPN,JPN
03962,6.0,6.0,6.012439250946045,JPN,JPN
10442,0.0,0.0,6.83459997177124,ARA,ARA
03758,4.0,4.0,6.605085372924805,HIN,HIN
03655,0.0,0.0,6.8100666999816895,ARA,ARA
02615,8.0,8.0,6.389841556549072,SPA,SPA
10978,4.0,4.0,5.931723594665527,HIN,HIN
03520,6.0,6.0,6.298393726348877,JPN,JPN
01980,5.0,5.0,6.936641693115234,ITA,ITA
07908,10.0,10.0,6.560861110687256,TUR,TUR
11257,3.0,3.0,4.497382164001465,GER,GER
02294,8.0,8.0,5.813333511352539,SPA,SPA
04813,5.0,5.0,6.964251518249512,ITA,ITA
06837,1.0,1.0,7.208674430847168,CHI,CHI
06240,5.0,5.0,6.246678352355957,ITA,ITA
09604,3.0,3.0,3.938723087310791,GER,GER
04090,2.0,2.0,5.0865607261657715,FRE,FRE
00412,4.0,4.0,6.587208271026611,HIN,HIN
03779,4.0,4.0,5.718067169189453,HIN,HIN
10991,1.0,1.0,7.013813018798828,CHI,CHI
10403,6.0,6.0,6.420858383178711,JPN,JPN
10224,8.0,8.0,6.432303428649902,SPA,SPA
09143,3.0,3.0,6.437862396240234,GER,GER
07986,9.0,9.0,5.947637557983398,TEL,TEL
12665,5.0,5.0,7.111382484436035,ITA,ITA
13163,10.0,10.0,6.578090667724609,TUR,TUR
04446,0.0,0.0,6.460787296295166,ARA,ARA
12756,2.0,2.0,6.404483795166016,FRE,FRE
04225,8.0,8.0,6.664841651916504,SPA,SPA
10079,4.0,4.0,5.062561988830566,HIN,HIN
00072,0.0,0.0,6.8322272300720215,ARA,ARA
12609,0.0,7.0,4.2640380859375,ARA,KOR
08241,6.0,6.0,6.238188743591309,JPN,JPN
04987,6.0,6.0,6.323380947113037,JPN,JPN
07806,5.0,5.0,6.579788684844971,ITA,ITA
10116,3.0,3.0,6.640834331512451,GER,GER
06000,9.0,9.0,6.257691860198975,TEL,TEL
12869,7.0,7.0,6.717926025390625,KOR,KOR
07636,9.0,9.0,6.518304824829102,TEL,TEL
02709,7.0,7.0,6.366907596588135,KOR,KOR
03447,4.0,4.0,4.1222381591796875,HIN,HIN
03270,10.0,10.0,6.849813938140869,TUR,TUR
07559,9.0,9.0,5.870120048522949,TEL,TEL
06623,6.0,6.0,5.628070831298828,JPN,JPN
01530,3.0,3.0,7.098288059234619,GER,GER
10367,2.0,2.0,6.673295021057129,FRE,FRE
03025,2.0,2.0,6.228944778442383,FRE,FRE
09362,7.0,7.0,3.37571120262146,KOR,KOR
13192,2.0,2.0,6.18602180480957,FRE,FRE
12916,1.0,1.0,7.0258469581604,CHI,CHI
04099,4.0,4.0,6.2730302810668945,HIN,HIN
06725,3.0,3.0,5.904195785522461,GER,GER
04149,8.0,8.0,6.504000186920166,SPA,SPA
03735,9.0,9.0,6.622796058654785,TEL,TEL
07243,6.0,6.0,6.6910200119018555,JPN,JPN
01163,5.0,5.0,6.816641330718994,ITA,ITA
03822,10.0,10.0,6.629408359527588,TUR,TUR
05506,1.0,1.0,6.08447265625,CHI,CHI
09796,1.0,1.0,6.888599395751953,CHI,CHI
12931,0.0,0.0,5.641974449157715,ARA,ARA
09029,1.0,1.0,6.456878185272217,CHI,CHI
04681,5.0,5.0,6.867765426635742,ITA,ITA
08534,7.0,7.0,6.869199752807617,KOR,KOR
03898,10.0,10.0,6.118839740753174,TUR,TUR
07409,9.0,9.0,6.682338714599609,TEL,TEL
00063,7.0,7.0,4.330475807189941,KOR,KOR
01838,6.0,6.0,6.6011834144592285,JPN,JPN
03415,10.0,10.0,7.0745062828063965,TUR,TUR
00050,4.0,4.0,3.6153063774108887,HIN,HIN
03927,0.0,0.0,6.824519157409668,ARA,ARA
03533,7.0,7.0,6.6495466232299805,KOR,KOR
12284,0.0,0.0,7.025559902191162,ARA,ARA
01457,0.0,0.0,6.954224586486816,ARA,ARA
08714,4.0,4.0,6.742169380187988,HIN,HIN
04546,0.0,0.0,3.9741768836975098,ARA,ARA
04552,5.0,5.0,6.587265491485596,ITA,ITA
04841,4.0,4.0,6.354607105255127,HIN,HIN
07738,3.0,3.0,6.944716930389404,GER,GER
09765,9.0,9.0,6.452017307281494,TEL,TEL
03380,8.0,8.0,6.007870197296143,SPA,SPA
06523,0.0,0.0,6.832054615020752,ARA,ARA
11624,2.0,2.0,6.508180618286133,FRE,FRE
08736,8.0,8.0,6.760310173034668,SPA,SPA
05098,10.0,10.0,6.631382942199707,TUR,TUR
02618,3.0,3.0,5.8859477043151855,GER,GER
08108,6.0,6.0,6.0193352699279785,JPN,JPN
07262,6.0,6.0,5.499728679656982,JPN,JPN
06895,3.0,3.0,7.51036262512207,GER,GER
12469,7.0,7.0,6.108706474304199,KOR,KOR
01466,9.0,4.0,5.487788200378418,TEL,HIN
13141,10.0,10.0,6.8736772537231445,TUR,TUR
05833,5.0,5.0,7.272155284881592,ITA,ITA
11444,2.0,2.0,6.416614532470703,FRE,FRE
01795,6.0,6.0,6.294447898864746,JPN,JPN
03791,6.0,6.0,6.2353410720825195,JPN,JPN
02063,5.0,5.0,7.025789737701416,ITA,ITA
12134,8.0,8.0,6.655369281768799,SPA,SPA
08300,2.0,2.0,6.299536228179932,FRE,FRE
08305,5.0,5.0,7.26601505279541,ITA,ITA
04098,5.0,5.0,6.6720428466796875,ITA,ITA
11461,4.0,4.0,6.416823863983154,HIN,HIN
08076,8.0,8.0,6.432141304016113,SPA,SPA
05227,0.0,0.0,6.1064839363098145,ARA,ARA
09395,0.0,0.0,7.190532684326172,ARA,ARA
02776,5.0,5.0,6.893740177154541,ITA,ITA
08541,2.0,2.0,6.104328155517578,FRE,FRE
12620,3.0,3.0,7.227116584777832,GER,GER
00621,3.0,3.0,6.818516731262207,GER,GER
11689,0.0,0.0,7.025114059448242,ARA,ARA
00555,7.0,7.0,7.005746841430664,KOR,KOR
06716,3.0,3.0,7.18693733215332,GER,GER
00419,6.0,6.0,5.799886226654053,JPN,JPN
09484,2.0,2.0,6.828837871551514,FRE,FRE
02756,3.0,3.0,2.932608127593994,GER,GER
10877,9.0,4.0,5.844490051269531,TEL,HIN
12380,8.0,8.0,5.681065559387207,SPA,SPA
00124,9.0,9.0,5.603271484375,TEL,TEL
07723,0.0,0.0,6.116110324859619,ARA,ARA
03762,8.0,8.0,5.984071254730225,SPA,SPA
07372,10.0,10.0,5.742595195770264,TUR,TUR
08958,2.0,2.0,5.116357803344727,FRE,FRE
05280,2.0,2.0,6.877641201019287,FRE,FRE
04080,1.0,1.0,6.200005531311035,CHI,CHI
09011,0.0,0.0,6.719336032867432,ARA,ARA
01271,5.0,5.0,7.066922187805176,ITA,ITA
08718,2.0,2.0,6.784782886505127,FRE,FRE
03747,3.0,3.0,6.94762659072876,GER,GER
03476,6.0,6.0,5.751759052276611,JPN,JPN
01553,8.0,8.0,5.922596454620361,SPA,SPA
12831,7.0,7.0,6.783389568328857,KOR,KOR
11492,9.0,9.0,6.585170745849609,TEL,TEL
11023,6.0,6.0,5.824960231781006,JPN,JPN
10068,5.0,5.0,7.372149467468262,ITA,ITA
11160,0.0,0.0,6.7754387855529785,ARA,ARA
07500,0.0,0.0,6.778220176696777,ARA,ARA
02010,9.0,9.0,5.7214035987854,TEL,TEL
10057,6.0,6.0,5.182042121887207,JPN,JPN
07889,5.0,5.0,6.704611778259277,ITA,ITA
12290,6.0,6.0,6.770970821380615,JPN,JPN
12163,9.0,9.0,6.421051502227783,TEL,TEL
06186,10.0,10.0,6.2327561378479,TUR,TUR
08106,9.0,4.0,4.083905220031738,TEL,HIN
04819,1.0,1.0,6.460310935974121,CHI,CHI
05975,1.0,1.0,5.235434055328369,CHI,CHI
11074,6.0,6.0,6.044917583465576,JPN,JPN
05894,5.0,5.0,7.051821708679199,ITA,ITA
12745,4.0,4.0,6.726701736450195,HIN,HIN
12292,7.0,7.0,6.907626152038574,KOR,KOR
02301,9.0,4.0,6.648540496826172,TEL,HIN
05638,10.0,10.0,6.273464679718018,TUR,TUR
10815,6.0,6.0,6.743459701538086,JPN,JPN
10704,5.0,5.0,6.9630818367004395,ITA,ITA
06790,1.0,1.0,6.736602783203125,CHI,CHI
07843,6.0,6.0,6.779894828796387,JPN,JPN
12582,0.0,0.0,4.553937911987305,ARA,ARA
06154,8.0,8.0,6.759888648986816,SPA,SPA
08957,1.0,1.0,7.02044153213501,CHI,CHI
12936,0.0,0.0,6.552587985992432,ARA,ARA
00947,9.0,9.0,5.678316593170166,TEL,TEL
03466,2.0,2.0,6.49223518371582,FRE,FRE
01846,2.0,2.0,6.27371883392334,FRE,FRE
11875,6.0,6.0,2.678748846054077,JPN,JPN
03143,9.0,9.0,5.965137958526611,TEL,TEL
08357,8.0,8.0,6.510398864746094,SPA,SPA
10962,1.0,1.0,5.123028755187988,CHI,CHI
02401,4.0,4.0,6.091360092163086,HIN,HIN
01704,7.0,7.0,6.545628547668457,KOR,KOR
01445,10.0,10.0,4.79301643371582,TUR,TUR
02871,4.0,4.0,6.21573543548584,HIN,HIN
09853,10.0,10.0,6.774295330047607,TUR,TUR
05185,5.0,5.0,7.169917106628418,ITA,ITA
06040,0.0,0.0,6.761034965515137,ARA,ARA
12425,1.0,4.0,2.4499263763427734,CHI,HIN
03518,4.0,4.0,6.809218406677246,HIN,HIN
09047,8.0,8.0,6.333293914794922,SPA,SPA
01815,7.0,7.0,6.827424049377441,KOR,KOR
04392,1.0,1.0,6.49715518951416,CHI,CHI
03361,7.0,7.0,7.062474727630615,KOR,KOR
11623,6.0,1.0,6.6898274421691895,JPN,CHI
11189,5.0,5.0,6.221258640289307,ITA,ITA
04618,0.0,0.0,6.599183082580566,ARA,ARA
07832,9.0,9.0,6.412572383880615,TEL,TEL
08889,0.0,0.0,7.032952308654785,ARA,ARA
06041,7.0,7.0,6.743401050567627,KOR,KOR
01015,5.0,5.0,7.056303024291992,ITA,ITA
07319,9.0,9.0,6.6781005859375,TEL,TEL
04388,4.0,4.0,5.541918754577637,HIN,HIN
03437,9.0,9.0,6.121600151062012,TEL,TEL
01979,4.0,4.0,5.597620487213135,HIN,HIN
10845,10.0,10.0,6.056085586547852,TUR,TUR
08493,10.0,10.0,5.533679962158203,TUR,TUR
01062,7.0,7.0,5.547813892364502,KOR,KOR
06966,5.0,5.0,6.138427734375,ITA,ITA
05467,6.0,6.0,6.215493202209473,JPN,JPN
02649,2.0,2.0,6.056631565093994,FRE,FRE
02191,5.0,5.0,6.87188196182251,ITA,ITA
02382,9.0,9.0,6.293412208557129,TEL,TEL
08079,10.0,10.0,6.349071025848389,TUR,TUR
08813,8.0,8.0,6.496347904205322,SPA,SPA
13106,10.0,10.0,6.897183418273926,TUR,TUR
10503,1.0,1.0,6.6656951904296875,CHI,CHI
06073,2.0,2.0,6.484068870544434,FRE,FRE
03279,8.0,8.0,6.087848663330078,SPA,SPA
12326,5.0,5.0,7.05430793762207,ITA,ITA
00103,3.0,3.0,6.861844062805176,GER,GER
02996,2.0,2.0,6.985642433166504,FRE,FRE
04574,1.0,1.0,6.082836151123047,CHI,CHI
05111,0.0,0.0,6.867715358734131,ARA,ARA
00151,0.0,0.0,6.780254364013672,ARA,ARA
07311,2.0,2.0,6.441941261291504,FRE,FRE
09208,6.0,6.0,5.609445571899414,JPN,JPN
04952,10.0,10.0,6.945913791656494,TUR,TUR
05401,7.0,7.0,5.643019199371338,KOR,KOR
11278,4.0,4.0,6.408836364746094,HIN,HIN
10936,5.0,5.0,7.013426780700684,ITA,ITA
07135,9.0,9.0,5.535566806793213,TEL,TEL
03101,0.0,0.0,6.852332592010498,ARA,ARA
12673,5.0,5.0,7.159536361694336,ITA,ITA
07927,9.0,9.0,6.264834880828857,TEL,TEL
07617,10.0,10.0,6.975923538208008,TUR,TUR
07645,8.0,8.0,6.606280326843262,SPA,SPA
11019,10.0,10.0,6.6629719734191895,TUR,TUR
11009,3.0,3.0,6.916792869567871,GER,GER
11762,0.0,0.0,4.287047386169434,ARA,ARA
06498,8.0,8.0,7.034284591674805,SPA,SPA
01557,8.0,8.0,5.648225784301758,SPA,SPA
03870,10.0,10.0,6.857294082641602,TUR,TUR
01178,3.0,3.0,6.654609203338623,GER,GER
11436,4.0,4.0,6.458886623382568,HIN,HIN
13193,9.0,9.0,5.959101676940918,TEL,TEL
10488,8.0,8.0,5.39162540435791,SPA,SPA
11630,4.0,4.0,6.706589698791504,HIN,HIN
07269,4.0,4.0,6.604218006134033,HIN,HIN
12397,0.0,0.0,4.778637886047363,ARA,ARA
01117,2.0,2.0,6.359134674072266,FRE,FRE
12964,0.0,0.0,6.801531791687012,ARA,ARA
05425,1.0,1.0,6.756465435028076,CHI,CHI
10550,5.0,5.0,4.885287761688232,ITA,ITA
03178,7.0,7.0,5.970649719238281,KOR,KOR
06652,8.0,8.0,6.377511024475098,SPA,SPA
00558,5.0,5.0,7.396980285644531,ITA,ITA
08370,4.0,4.0,6.767679214477539,HIN,HIN
07427,2.0,2.0,6.501400947570801,FRE,FRE
06147,8.0,8.0,5.772397994995117,SPA,SPA
11459,8.0,8.0,6.7880330085754395,SPA,SPA
07331,2.0,2.0,6.482759475708008,FRE,FRE
01284,6.0,6.0,5.616454124450684,JPN,JPN
03995,6.0,6.0,6.119251251220703,JPN,JPN
01422,9.0,9.0,6.829926490783691,TEL,TEL
10726,6.0,6.0,6.035640716552734,JPN,JPN
04889,6.0,6.0,6.739367485046387,JPN,JPN
05464,1.0,1.0,6.853217601776123,CHI,CHI
09767,9.0,9.0,5.709689140319824,TEL,TEL
06406,8.0,8.0,6.566166877746582,SPA,SPA
07713,6.0,6.0,6.485159873962402,JPN,JPN
12587,7.0,7.0,6.04781436920166,KOR,KOR
02560,3.0,3.0,6.450814247131348,GER,GER
03868,5.0,5.0,5.6648383140563965,ITA,ITA
10754,7.0,7.0,6.497257232666016,KOR,KOR
03513,6.0,6.0,6.345952987670898,JPN,JPN
12736,3.0,3.0,6.472518444061279,GER,GER
06395,8.0,8.0,6.316340446472168,SPA,SPA
04847,2.0,2.0,6.5508880615234375,FRE,FRE
08399,8.0,8.0,5.595013618469238,SPA,SPA
04792,0.0,0.0,6.759270191192627,ARA,ARA
03700,0.0,0.0,4.1469926834106445,ARA,ARA
04190,3.0,3.0,7.067380905151367,GER,GER
11138,8.0,8.0,5.753471374511719,SPA,SPA
02071,1.0,1.0,6.778449058532715,CHI,CHI
02614,10.0,10.0,5.309525489807129,TUR,TUR
02111,10.0,10.0,6.6839375495910645,TUR,TUR
11834,6.0,6.0,6.4993977546691895,JPN,JPN
01734,1.0,1.0,6.994783401489258,CHI,CHI
10135,7.0,7.0,5.821120262145996,KOR,KOR
00852,9.0,9.0,6.789465427398682,TEL,TEL
00987,4.0,9.0,5.773092269897461,HIN,TEL
12949,0.0,0.0,6.830509185791016,ARA,ARA
04031,4.0,9.0,3.354154348373413,HIN,TEL
05339,1.0,1.0,7.055459022521973,CHI,CHI
05661,1.0,1.0,7.098535537719727,CHI,CHI
11698,5.0,5.0,7.396362781524658,ITA,ITA
05523,0.0,0.0,6.584218978881836,ARA,ARA
10579,1.0,1.0,5.419878005981445,CHI,CHI
01994,10.0,10.0,5.877986431121826,TUR,TUR
00875,9.0,9.0,6.590823173522949,TEL,TEL
10126,9.0,9.0,6.395528793334961,TEL,TEL
02488,3.0,3.0,6.491645812988281,GER,GER
00656,7.0,7.0,7.098496437072754,KOR,KOR
04845,8.0,8.0,6.416314125061035,SPA,SPA
