guid,input,output,logit,input_label,output_label
04337,3.0,3.0,6.649810791015625,GER,GER
00223,9.0,4.0,5.658125400543213,TEL,HIN
07858,1.0,1.0,5.481334209442139,CHI,CHI
01504,10.0,10.0,3.7779922485351562,TUR,TUR
01960,6.0,6.0,5.779483318328857,JPN,JPN
01232,5.0,5.0,6.692000389099121,ITA,ITA
04198,3.0,3.0,6.606532573699951,GER,GER
07772,3.0,3.0,6.2259440422058105,GER,GER
04010,7.0,7.0,6.437400817871094,KOR,KOR
04199,7.0,7.0,5.772062301635742,KOR,KOR
06879,2.0,2.0,5.438593864440918,FRE,FRE
08516,8.0,8.0,4.488646984100342,SPA,SPA
01871,6.0,6.0,2.8957772254943848,JPN,JPN
06941,10.0,10.0,4.738293647766113,TUR,TUR
10492,4.0,4.0,4.769996643066406,HIN,HIN
02650,10.0,10.0,5.858490943908691,TUR,TUR
04325,0.0,0.0,3.357588052749634,ARA,ARA
02135,5.0,5.0,6.828456401824951,ITA,ITA
00980,10.0,10.0,5.838759422302246,TUR,TUR
04436,8.0,8.0,5.267945289611816,SPA,SPA
02127,2.0,2.0,5.1321821212768555,FRE,FRE
03221,4.0,4.0,6.090555667877197,HIN,HIN
03082,5.0,5.0,6.600375175476074,ITA,ITA
05269,1.0,1.0,3.622340202331543,CHI,CHI
11438,4.0,4.0,5.860414505004883,HIN,HIN
02886,10.0,10.0,6.147377967834473,TUR,TUR
05665,1.0,1.0,5.739789962768555,CHI,CHI
12722,8.0,8.0,5.697890758514404,SPA,SPA
08767,5.0,5.0,6.719521522521973,ITA,ITA
04401,9.0,4.0,4.869802474975586,TEL,HIN
09646,5.0,5.0,6.587464332580566,ITA,ITA
13015,1.0,1.0,5.967616081237793,CHI,CHI
06121,9.0,9.0,6.303980827331543,TEL,TEL
03962,2.0,2.0,3.0252089500427246,FRE,FRE
10442,0.0,0.0,5.784448623657227,ARA,ARA
03758,1.0,1.0,5.995491981506348,CHI,CHI
03655,1.0,1.0,3.3669519424438477,CHI,CHI
02615,4.0,4.0,5.618247032165527,HIN,HIN
10978,3.0,3.0,4.911343097686768,GER,GER
03520,5.0,5.0,6.626405715942383,ITA,ITA
01980,0.0,0.0,4.277652740478516,ARA,ARA
07908,3.0,3.0,6.423558235168457,GER,GER
11257,1.0,10.0,2.142256498336792,CHI,TUR
02294,0.0,0.0,6.168807506561279,ARA,ARA
04813,5.0,5.0,6.688315391540527,ITA,ITA
06837,10.0,10.0,4.103677749633789,TUR,TUR
06240,4.0,9.0,5.631392002105713,HIN,TEL
09604,9.0,9.0,6.09307336807251,TEL,TEL
04090,10.0,10.0,3.8483524322509766,TUR,TUR
00412,7.0,7.0,4.394069194793701,KOR,KOR
03779,2.0,2.0,5.066147804260254,FRE,FRE
10991,4.0,4.0,4.49366569519043,HIN,HIN
10403,10.0,10.0,4.9899821281433105,TUR,TUR
10224,1.0,1.0,6.31637716293335,CHI,CHI
09143,1.0,1.0,5.022660732269287,CHI,CHI
07986,9.0,9.0,6.242928981781006,TEL,TEL
12665,10.0,10.0,3.270186424255371,TUR,TUR
13163,2.0,2.0,5.5018463134765625,FRE,FRE
04446,10.0,10.0,5.588581562042236,TUR,TUR
12756,4.0,4.0,5.6445512771606445,HIN,HIN
04225,2.0,2.0,5.713640213012695,FRE,FRE
10079,8.0,8.0,5.962106227874756,SPA,SPA
00072,6.0,6.0,5.707577228546143,JPN,JPN
12609,8.0,0.0,4.803903579711914,SPA,ARA
08241,1.0,1.0,6.028975963592529,CHI,CHI
04987,2.0,2.0,5.186063289642334,FRE,FRE
07806,0.0,0.0,4.941259384155273,ARA,ARA
10116,8.0,8.0,5.07200813293457,SPA,SPA
06000,7.0,7.0,4.518357276916504,KOR,KOR
12869,6.0,6.0,6.055980682373047,JPN,JPN
07636,6.0,6.0,5.881836891174316,JPN,JPN
02709,9.0,9.0,5.79643440246582,TEL,TEL
03447,0.0,0.0,5.8553948402404785,ARA,ARA
03270,10.0,10.0,3.9767277240753174,TUR,TUR
07559,1.0,1.0,5.521792411804199,CHI,CHI
06623,10.0,10.0,6.068236351013184,TUR,TUR
01530,4.0,4.0,5.845340728759766,HIN,HIN
10367,6.0,6.0,5.393795967102051,JPN,JPN
03025,3.0,5.0,4.6454243659973145,GER,ITA
09362,10.0,10.0,4.806640148162842,TUR,TUR
13192,1.0,1.0,6.056626319885254,CHI,CHI
12916,6.0,6.0,5.287416458129883,JPN,JPN
04099,3.0,3.0,6.457423210144043,GER,GER
06725,3.0,3.0,6.474678039550781,GER,GER
04149,4.0,4.0,5.186046600341797,HIN,HIN
03735,9.0,4.0,5.80494499206543,TEL,HIN
07243,6.0,6.0,5.070041179656982,JPN,JPN
01163,2.0,2.0,5.161377906799316,FRE,FRE
03822,4.0,4.0,6.128418445587158,HIN,HIN
05506,8.0,8.0,3.421992540359497,SPA,SPA
09796,0.0,0.0,5.864137649536133,ARA,ARA
12931,0.0,0.0,6.264172077178955,ARA,ARA
09029,0.0,0.0,6.110849380493164,ARA,ARA
04681,7.0,7.0,6.174723148345947,KOR,KOR
08534,5.0,5.0,6.1386237144470215,ITA,ITA
03898,10.0,10.0,6.199891090393066,TUR,TUR
07409,2.0,2.0,5.9013991355896,FRE,FRE
00063,7.0,7.0,5.033019065856934,KOR,KOR
01838,6.0,7.0,4.641231536865234,JPN,KOR
03415,2.0,2.0,4.093441009521484,FRE,FRE
00050,6.0,6.0,5.882884979248047,JPN,JPN
03927,3.0,3.0,4.859866142272949,GER,GER
03533,2.0,2.0,5.565667152404785,FRE,FRE
12284,5.0,5.0,6.759426116943359,ITA,ITA
01457,6.0,6.0,4.852086544036865,JPN,JPN
08714,10.0,10.0,5.433277130126953,TUR,TUR
04546,1.0,1.0,5.008512496948242,CHI,CHI
04552,7.0,7.0,5.727901458740234,KOR,KOR
04841,2.0,2.0,5.641895771026611,FRE,FRE
07738,4.0,4.0,6.032741069793701,HIN,HIN
09765,10.0,10.0,6.382552146911621,TUR,TUR
03380,4.0,9.0,6.125682353973389,HIN,TEL
06523,10.0,10.0,5.580967903137207,TUR,TUR
11624,2.0,2.0,4.991667747497559,FRE,FRE
08736,0.0,0.0,5.5679144859313965,ARA,ARA
05098,6.0,6.0,5.858386039733887,JPN,JPN
02618,10.0,10.0,6.373633861541748,TUR,TUR
08108,6.0,7.0,5.661678791046143,JPN,KOR
07262,5.0,5.0,6.936801910400391,ITA,ITA
06895,1.0,1.0,5.268227577209473,CHI,CHI
12469,1.0,1.0,4.451535224914551,CHI,CHI
01466,0.0,0.0,5.450052261352539,ARA,ARA
13141,3.0,3.0,6.278263092041016,GER,GER
05833,4.0,4.0,4.443097114562988,HIN,HIN
11444,7.0,7.0,3.781703233718872,KOR,KOR
01795,1.0,1.0,5.748183250427246,CHI,CHI
03791,7.0,6.0,4.733101844787598,KOR,JPN
02063,7.0,7.0,3.2645375728607178,KOR,KOR
12134,5.0,5.0,5.124195098876953,ITA,ITA
08300,2.0,2.0,5.838237285614014,FRE,FRE
08305,0.0,0.0,6.44140625,ARA,ARA
04098,6.0,6.0,4.982970237731934,JPN,JPN
11461,1.0,1.0,4.024540901184082,CHI,CHI
08076,4.0,4.0,5.733780860900879,HIN,HIN
05227,0.0,0.0,6.039962291717529,ARA,ARA
09395,9.0,9.0,6.421968936920166,TEL,TEL
02776,7.0,7.0,6.258542060852051,KOR,KOR
08541,5.0,5.0,6.6516032218933105,ITA,ITA
12620,7.0,6.0,4.619463920593262,KOR,JPN
00621,4.0,4.0,5.892192840576172,HIN,HIN
11689,8.0,8.0,6.235869884490967,SPA,SPA
00555,8.0,8.0,5.390007019042969,SPA,SPA
06716,10.0,10.0,6.551718711853027,TUR,TUR
00419,1.0,1.0,5.924493789672852,CHI,CHI
09484,1.0,1.0,5.378796577453613,CHI,CHI
02756,5.0,5.0,5.600860118865967,ITA,ITA
10877,2.0,2.0,5.151612281799316,FRE,FRE
12380,4.0,4.0,6.125480651855469,HIN,HIN
00124,5.0,5.0,6.7053446769714355,ITA,ITA
07723,5.0,5.0,5.795493125915527,ITA,ITA
03762,0.0,0.0,5.359530448913574,ARA,ARA
07372,6.0,6.0,5.679776191711426,JPN,JPN
08958,4.0,4.0,5.941457748413086,HIN,HIN
05280,0.0,0.0,6.071362495422363,ARA,ARA
04080,7.0,1.0,4.379672050476074,KOR,CHI
09011,4.0,4.0,5.463384628295898,HIN,HIN
01271,9.0,9.0,6.345955848693848,TEL,TEL
08718,2.0,2.0,5.401482582092285,FRE,FRE
03747,10.0,10.0,4.424140930175781,TUR,TUR
03476,2.0,2.0,5.208376884460449,FRE,FRE
01553,5.0,5.0,6.707865238189697,ITA,ITA
12831,4.0,4.0,5.901534080505371,HIN,HIN
11492,5.0,5.0,6.593398094177246,ITA,ITA
11023,2.0,2.0,4.369113922119141,FRE,FRE
10068,8.0,8.0,5.804602146148682,SPA,SPA
11160,8.0,8.0,5.681765556335449,SPA,SPA
07500,3.0,3.0,6.380024433135986,GER,GER
02010,3.0,3.0,6.162868976593018,GER,GER
10057,10.0,10.0,6.010882377624512,TUR,TUR
07889,4.0,9.0,5.247496604919434,HIN,TEL
12290,7.0,7.0,5.862958908081055,KOR,KOR
12163,6.0,6.0,4.749154090881348,JPN,JPN
06186,2.0,2.0,5.203583717346191,FRE,FRE
08106,4.0,4.0,5.942941665649414,HIN,HIN
04819,3.0,3.0,6.349394798278809,GER,GER
05975,3.0,3.0,6.661633491516113,GER,GER
11074,5.0,5.0,6.692719459533691,ITA,ITA
05894,3.0,3.0,6.191048622131348,GER,GER
12745,2.0,2.0,5.979717254638672,FRE,FRE
12292,9.0,9.0,6.079653739929199,TEL,TEL
02301,4.0,1.0,2.809018135070801,HIN,CHI
05638,0.0,0.0,6.173023223876953,ARA,ARA
10815,0.0,0.0,5.886754989624023,ARA,ARA
10704,9.0,9.0,5.752507209777832,TEL,TEL
06790,5.0,5.0,6.534666538238525,ITA,ITA
07843,9.0,9.0,6.273105144500732,TEL,TEL
12582,2.0,2.0,5.1859660148620605,FRE,FRE
06154,3.0,3.0,3.875270366668701,GER,GER
08957,4.0,4.0,5.428244590759277,HIN,HIN
12936,3.0,3.0,5.469982624053955,GER,GER
00947,6.0,6.0,5.4236650466918945,JPN,JPN
03466,2.0,2.0,5.924786567687988,FRE,FRE
01846,8.0,8.0,5.8900651931762695,SPA,SPA
11875,2.0,2.0,5.687985420227051,FRE,FRE
03143,2.0,2.0,4.717845439910889,FRE,FRE
08357,0.0,0.0,5.664680480957031,ARA,ARA
10962,7.0,7.0,4.925972938537598,KOR,KOR
02401,1.0,1.0,5.506491661071777,CHI,CHI
01704,9.0,9.0,6.035818099975586,TEL,TEL
01445,7.0,7.0,6.2825188636779785,KOR,KOR
02871,0.0,0.0,5.483148574829102,ARA,ARA
09853,9.0,9.0,5.826434135437012,TEL,TEL
05185,8.0,8.0,3.7221457958221436,SPA,SPA
