guid,input,output,logit,input_label,output_label
00731,8.0,5.0,4.249886512756348,SPA,ITA
06916,1.0,1.0,3.0523529052734375,CHI,CHI
00282,10.0,6.0,1.925834059715271,TUR,JPN
05323,1.0,1.0,3.097313404083252,CHI,CHI
08672,8.0,8.0,2.773115873336792,SPA,SPA
06213,9.0,4.0,1.1516118049621582,TEL,HIN
04291,6.0,1.0,2.9125778675079346,JPN,CHI
07236,3.0,3.0,3.0081684589385986,GER,GER
01497,8.0,5.0,3.1064770221710205,SPA,ITA
11964,4.0,4.0,3.815887451171875,HIN,HIN
03094,0.0,0.0,3.7471988201141357,ARA,ARA
01817,5.0,5.0,4.484038829803467,ITA,ITA
06774,9.0,10.0,1.7759441137313843,TEL,TUR
11512,10.0,10.0,2.1870577335357666,TUR,TUR
09487,8.0,8.0,2.8398115634918213,SPA,SPA
04053,3.0,3.0,3.2212181091308594,GER,GER
02921,5.0,5.0,4.635782241821289,ITA,ITA
06767,7.0,6.0,2.630685329437256,KOR,JPN
05730,5.0,5.0,4.7193474769592285,ITA,ITA
04306,5.0,5.0,3.019202947616577,ITA,ITA
03588,1.0,2.0,2.4112002849578857,CHI,FRE
07795,0.0,1.0,1.475716471672058,ARA,CHI
10312,0.0,0.0,4.181766033172607,ARA,ARA
04329,4.0,0.0,3.6872494220733643,HIN,ARA
12185,3.0,10.0,2.332602024078369,GER,TUR
05248,10.0,3.0,3.1658804416656494,TUR,GER
05582,6.0,6.0,3.8207590579986572,JPN,JPN
04447,6.0,1.0,1.1517937183380127,JPN,CHI
11191,2.0,2.0,3.6695868968963623,FRE,FRE
11756,5.0,3.0,3.184859275817871,ITA,GER
10530,6.0,6.0,3.344613552093506,JPN,JPN
02263,4.0,9.0,2.7034525871276855,HIN,TEL
00693,4.0,4.0,3.4139835834503174,HIN,HIN
10908,6.0,6.0,3.9338302612304688,JPN,JPN
03624,6.0,6.0,2.834926128387451,JPN,JPN
03005,9.0,9.0,4.092867374420166,TEL,TEL
06209,8.0,5.0,4.459677219390869,SPA,ITA
08760,1.0,6.0,3.8720433712005615,CHI,JPN
04261,5.0,5.0,3.8707308769226074,ITA,ITA
04903,1.0,1.0,2.884035110473633,CHI,CHI
01715,0.0,8.0,3.1034276485443115,ARA,SPA
07125,10.0,4.0,2.449286937713623,TUR,HIN
00289,0.0,1.0,1.9538716077804565,ARA,CHI
06572,1.0,6.0,3.3855879306793213,CHI,JPN
02690,10.0,1.0,2.1469922065734863,TUR,CHI
06496,7.0,1.0,1.8177546262741089,KOR,CHI
05145,6.0,6.0,3.5163486003875732,JPN,JPN
00734,7.0,6.0,2.884178638458252,KOR,JPN
