guid,input,output,input_label,output_label,ARA,CHI,FRE,GER,HIN,ITA,JPN,KOR,SPA,TEL,TUR
8943,8.0,8.0,SPA,SPA,0.30041322112083435,-1.2082651853561401,0.09354420006275177,0.5978092551231384,-0.13278454542160034,-1.413016676902771,-1.4123624563217163,-1.2463268041610718,5.402792930603027,-1.4258302450180054,0.43970075249671936
9480,8.0,8.0,SPA,SPA,-0.16657139360904694,-0.600337564945221,0.006777627393603325,-1.1858258247375488,-1.2178962230682373,-0.4176606833934784,-1.105796217918396,-0.47561636567115784,7.161730766296387,-1.4742413759231567,-0.9001935720443726
9156,3.0,3.0,GER,GER,-1.7775636911392212,-1.1445549726486206,-0.20652499794960022,6.878900051116943,0.6813069581985474,0.5543543696403503,-1.0745368003845215,-1.2233492136001587,-0.7176364660263062,-1.0919243097305298,-0.6262779235839844
125,6.0,6.0,JPN,JPN,-1.7322195768356323,-0.8154498934745789,-0.7644251585006714,-1.7055308818817139,-1.6234153509140015,-0.9580394625663757,6.818766117095947,2.301877737045288,-1.680328130722046,-1.0108140707015991,-0.7557084560394287
4208,6.0,6.0,JPN,JPN,-1.5989038944244385,-0.3942934572696686,-0.5597514510154724,-1.923208236694336,-1.7161396741867065,-0.3053777515888214,6.244113922119141,1.7226659059524536,-1.5072245597839355,-0.8920705914497375,-1.0432366132736206
5853,2.0,2.0,FRE,FRE,-1.0688785314559937,-1.1386891603469849,6.012396812438965,-0.4778350293636322,-2.5287790298461914,0.5098078846931458,-1.1783546209335327,-1.045283317565918,3.627504348754883,-2.7620608806610107,-0.6149755716323853
3375,9.0,9.0,TEL,TEL,-0.4579067528247833,-0.7844620943069458,-1.9422367811203003,-1.746015191078186,1.6325328350067139,0.25705385208129883,-0.1031288430094719,-0.42443838715553284,-1.7070343494415283,6.398537635803223,-1.2266043424606323
6797,1.0,1.0,CHI,CHI,-1.0074230432510376,6.746524810791016,-0.6431060433387756,-1.2437535524368286,0.572778582572937,-2.364961624145508,-0.20445764064788818,0.1584722250699997,-1.335334300994873,-0.5261983275413513,-0.28284844756126404
11069,6.0,6.0,JPN,JPN,-1.3249744176864624,-1.3415114879608154,-0.5732392072677612,-0.9263249635696411,-1.0605121850967407,-0.2493453025817871,6.2325239181518555,0.15067920088768005,-1.8545355796813965,-0.6800165772438049,-0.27409833669662476
2614,6.0,6.0,JPN,JPN,-1.4777530431747437,0.6583380699157715,-0.8394990563392639,-1.988956332206726,-2.042994976043701,-1.3447325229644775,6.056097507476807,4.269852161407471,-1.7011404037475586,-1.3748916387557983,-1.6751295328140259
457,10.0,10.0,TUR,TUR,-0.5335655212402344,-1.7139947414398193,-0.6448804140090942,-0.045878827571868896,0.05299130454659462,-0.9552093744277954,-1.4297938346862793,2.2733993530273438,-0.9682638645172119,-0.9108380675315857,6.208413600921631
12705,0.0,0.0,ARA,ARA,7.28416109085083,-0.7864969372749329,-0.025140861049294472,-1.2131270170211792,-1.2161293029785156,-1.8441697359085083,-0.9828622937202454,-1.7643375396728516,0.2885761559009552,-1.167726755142212,0.8048937320709229
10463,6.0,6.0,JPN,JPN,1.2442418336868286,2.353240966796875,1.2219690084457397,-3.0218169689178467,-2.591623544692993,-1.9515939950942993,3.7694802284240723,2.3213675022125244,-0.7030413150787354,-2.5597472190856934,-0.8473990559577942
6521,8.0,8.0,SPA,SPA,-0.010967799462378025,-0.883695662021637,-0.47321778535842896,-0.9165849089622498,-0.8115779757499695,-0.6030686497688293,-0.9860983490943909,-0.435994029045105,6.7181925773620605,-1.1478540897369385,-0.6776508092880249
10350,5.0,5.0,ITA,ITA,-0.5530629754066467,-3.061286211013794,0.19799818098545074,-0.26221585273742676,-2.1295950412750244,5.963180065155029,-0.8003376126289368,-0.8569010496139526,1.8143752813339233,-1.44881272315979,1.899764895439148
12767,7.0,7.0,KOR,KOR,-2.519237995147705,-0.27614033222198486,-0.5258007645606995,-1.3263541460037231,-2.0994179248809814,-1.0158377885818481,3.553877353668213,6.553352355957031,-1.2953373193740845,-1.0030064582824707,-1.2463465929031372
5259,7.0,7.0,KOR,KOR,-1.9879937171936035,-0.7078683972358704,-1.1524490118026733,-0.6535415649414062,-1.2642613649368286,-0.9291353821754456,1.3650959730148315,6.784937858581543,-1.324197769165039,-0.9742831587791443,0.7140198349952698
9073,8.0,8.0,SPA,SPA,-0.4409874379634857,-0.9174105525016785,0.8937713503837585,-0.8924121260643005,-1.3805286884307861,-0.545204222202301,-1.1919437646865845,-0.45315665006637573,7.056191921234131,-1.7931745052337646,-0.6337568759918213
4464,7.0,7.0,KOR,KOR,-2.1190500259399414,-0.2682422995567322,-1.0846136808395386,-1.2933218479156494,-1.3563978672027588,-1.618442416191101,2.5775818824768066,5.470691680908203,-0.9471436142921448,-0.9942731261253357,0.9013437628746033
8171,9.0,9.0,TEL,TEL,-0.41905200481414795,-1.0766371488571167,-1.447954535484314,-1.3115030527114868,2.675433397293091,0.13403639197349548,-0.4402499198913574,-0.9157546162605286,-1.9325010776519775,6.873313903808594,-1.8176051378250122
