guid,label,output
46_and_2_chunk1_0,Bulgarian,Bulgarian
46_and_2_chunk1_1,Bulgarian,Bulgarian
46_and_2_chunk1_2,Bulgarian,Bulgarian
46_and_2_chunk1_3,Bulgarian,Bulgarian
46_and_2_chunk1_4,Bulgarian,English
46_and_2_chunk2_0,Bulgarian,Bulgarian
46_and_2_chunk2_1,Bulgarian,Bulgarian
46_and_2_chunk2_2,Bulgarian,Slovenian
46_and_2_chunk2_3,Bulgarian,Bulgarian
46_and_2_chunk2_4,Bulgarian,Croatian
AFAIAA_chunk1_0,Swedish,German
AFAIAA_chunk1_1,Swedish,German
AFAIAA_chunk1_2,Swedish,Portuguese
AFAIAA_chunk1_3,Swedish,Slovenian
AFAIAA_chunk2_0,Swedish,Finish
AFAIAA_chunk2_1,Swedish,Swedish
AFAIAA_chunk2_2,Swedish,Dutch
AFAIAA_chunk2_3,Swedish,Swedish
AFAIAA_chunk3_0,Swedish,Swedish
AFAIAA_chunk3_1,Swedish,Swedish
AFAIAA_chunk3_2,Swedish,Swedish
AFAIAA_chunk3_3,Swedish,Swedish
Alas7er_chunk1_0,Bulgarian,Bulgarian
Alas7er_chunk1_1,Bulgarian,German
Alas7er_chunk1_2,Bulgarian,Slovenian
Alas7er_chunk2_0,Bulgarian,Bulgarian
Alas7er_chunk2_1,Bulgarian,Bulgarian
Alas7er_chunk2_2,Bulgarian,Bulgarian
Alas7er_chunk3_0,Bulgarian,Czech
Alas7er_chunk3_1,Bulgarian,Czech
Alas7er_chunk3_2,Bulgarian,Czech
Aliencreature1_chunk1_0,Greek,Bulgarian
Aliencreature1_chunk1_1,Greek,Greek
Aliencreature1_chunk1_2,Greek,Greek
Aliencreature1_chunk1_3,Greek,Greek
Aliencreature1_chunk2_0,Greek,Czech
Aliencreature1_chunk2_1,Greek,Greek
Aliencreature1_chunk2_2,Greek,Bulgarian
Aliencreature1_chunk2_3,Greek,Greek
Aliencreature1_chunk3_0,Greek,Bulgarian
Aliencreature1_chunk3_1,Greek,Greek
Aliencreature1_chunk3_2,Greek,Greek
Aliencreature1_chunk3_3,Greek,Greek
Aliencreature1_chunk3_4,Greek,Swedish
An_Lochlannach_chunk1_0,English,English
An_Lochlannach_chunk1_1,English,German
An_Lochlannach_chunk1_2,English,English
An_Lochlannach_chunk1_3,English,English
An_Lochlannach_chunk1_4,English,English
An_Lochlannach_chunk2_0,English,English
An_Lochlannach_chunk2_1,English,English
An_Lochlannach_chunk2_2,English,Swedish
An_Lochlannach_chunk2_3,English,English
An_Lochlannach_chunk3_0,English,English
An_Lochlannach_chunk3_1,English,English
An_Lochlannach_chunk3_2,English,English
An_Lochlannach_chunk3_3,English,Italian
AngelKaworu_chunk1_0,Turkish,Turkish
AngelKaworu_chunk1_1,Turkish,Turkish
AngelKaworu_chunk1_2,Turkish,Turkish
AngelKaworu_chunk1_3,Turkish,Lithuanian
AngelinoHeights_chunk1_0,English,English
AngelinoHeights_chunk1_1,English,English
AngelinoHeights_chunk1_2,English,French
AngelinoHeights_chunk2_0,English,French
AngelinoHeights_chunk2_1,English,French
AngelinoHeights_chunk2_2,English,French
AnonymityIllusion_chunk1_0,Swedish,Swedish
AnonymityIllusion_chunk1_1,Swedish,English
AnonymityIllusion_chunk1_2,Swedish,Swedish
AnonymityIllusion_chunk2_0,Swedish,Swedish
AnonymityIllusion_chunk2_1,Swedish,Swedish
AnonymityIllusion_chunk2_2,Swedish,Swedish
AnonymityIllusion_chunk2_3,Swedish,Croatian
AnonymityIllusion_chunk3_0,Swedish,Swedish
AnonymityIllusion_chunk3_1,Swedish,Italian
AnonymityIllusion_chunk3_2,Swedish,Italian
Antorugby_chunk1_0,Italian,Italian
Antorugby_chunk1_1,Italian,Italian
Antorugby_chunk1_2,Italian,Spanish
Antorugby_chunk1_3,Italian,Italian
Antorugby_chunk1_4,Italian,Italian
Antorugby_chunk2_0,Italian,Italian
Antorugby_chunk2_1,Italian,Italian
Antorugby_chunk2_2,Italian,Italian
Antorugby_chunk2_3,Italian,Italian
Antorugby_chunk3_0,Italian,Italian
Antorugby_chunk3_1,Italian,Italian
Antorugby_chunk3_2,Italian,Italian
Antorugby_chunk3_3,Italian,Italian
Antorugby_chunk3_4,Italian,Italian
ApostleThirteen_chunk1_0,Lithuanian,Lithuanian
ApostleThirteen_chunk1_1,Lithuanian,French
ApostleThirteen_chunk1_2,Lithuanian,English
ApostleThirteen_chunk1_3,Lithuanian,Lithuanian
ApostleThirteen_chunk1_4,Lithuanian,English
ApostleThirteen_chunk2_0,Lithuanian,Lithuanian
ApostleThirteen_chunk2_1,Lithuanian,Lithuanian
ApostleThirteen_chunk2_2,Lithuanian,Lithuanian
ApostleThirteen_chunk2_3,Lithuanian,Lithuanian
ApostleThirteen_chunk2_4,Lithuanian,Norwegian
ApostleThirteen_chunk3_0,Lithuanian,English
ApostleThirteen_chunk3_1,Lithuanian,Lithuanian
ApostleThirteen_chunk3_2,Lithuanian,Lithuanian
ApostleThirteen_chunk3_3,Lithuanian,English
ApostleThirteen_chunk3_4,Lithuanian,Finish
AvengerDr_chunk1_0,Italian,Italian
AvengerDr_chunk1_1,Italian,Italian
AvengerDr_chunk1_2,Italian,Italian
AvengerDr_chunk1_3,Italian,Turkish
AvengerDr_chunk2_0,Italian,Italian
AvengerDr_chunk2_1,Italian,Italian
AvengerDr_chunk2_2,Italian,Italian
AvengerDr_chunk2_3,Italian,Italian
AvengerDr_chunk3_0,Italian,Italian
AvengerDr_chunk3_1,Italian,Italian
AvengerDr_chunk3_2,Italian,Italian
BRE5LAU_chunk1_0,Polish,Italian
BRE5LAU_chunk1_1,Polish,Polish
BRE5LAU_chunk1_2,Polish,Polish
BalliKombetar_chunk1_0,Turkish,Turkish
BalliKombetar_chunk1_1,Turkish,Turkish
BalliKombetar_chunk1_2,Turkish,Turkish
BarryPepito_chunk1_0,French,French
BarryPepito_chunk1_1,French,French
BarryPepito_chunk1_2,French,German
BarryPepito_chunk1_3,French,Spanish
BarryPepito_chunk2_0,French,French
BarryPepito_chunk2_1,French,Romanian
BarryPepito_chunk2_2,French,French
BijelaOvca_chunk1_0,Croatian,Croatian
BijelaOvca_chunk1_1,Croatian,Croatian
BijelaOvca_chunk1_2,Croatian,Serbian
BijelaOvca_chunk1_3,Croatian,Croatian
BijelaOvca_chunk1_4,Croatian,Croatian
BijelaOvca_chunk2_0,Croatian,Croatian
BijelaOvca_chunk2_1,Croatian,Serbian
BijelaOvca_chunk2_2,Croatian,Croatian
Bob_Cockwrangler_chunk1_0,Norwegian,Norwegian
Bob_Cockwrangler_chunk1_1,Norwegian,Norwegian
Bob_Cockwrangler_chunk1_2,Norwegian,Czech
Bob_Cockwrangler_chunk2_0,Norwegian,Italian
Bob_Cockwrangler_chunk2_1,Norwegian,Norwegian
Bob_Cockwrangler_chunk2_2,Norwegian,Norwegian
CaffeinatedBeaver_chunk1_0,Romanian,Slovenian
