guid,label,output
6TLaRm4g_chunk1_0,Lithuanian,Russian
6TLaRm4g_chunk1_1,Lithuanian,Turkish
6TLaRm4g_chunk1_2,Lithuanian,Russian
6TLaRm4g_chunk1_3,Lithuanian,Lithuanian
6TLaRm4g_chunk2_0,Lithuanian,Russian
6TLaRm4g_chunk2_1,Lithuanian,Lithuanian
6TLaRm4g_chunk2_2,Lithuanian,Czech
6TLaRm4g_chunk2_3,Lithuanian,Lithuanian
AdAstraPer5-HT2Ar_chunk1_0,Spanish,Spanish
AdAstraPer5-HT2Ar_chunk1_1,Spanish,Spanish
AdAstraPer5-HT2Ar_chunk1_2,Spanish,Spanish
AdAstraPer5-HT2Ar_chunk1_3,Spanish,Spanish
AdAstraPer5-HT2Ar_chunk2_0,Spanish,Russian
AdAstraPer5-HT2Ar_chunk2_1,Spanish,Spanish
AdAstraPer5-HT2Ar_chunk2_2,Spanish,Spanish
AdAstraPer5-HT2Ar_chunk2_3,Spanish,Spanish
AdAstraPer5-HT2Ar_chunk2_4,Spanish,Russian
AdAstraPer5-HT2Ar_chunk3_0,Spanish,Spanish
AdAstraPer5-HT2Ar_chunk3_1,Spanish,Spanish
AdAstraPer5-HT2Ar_chunk3_2,Spanish,Spanish
AdAstraPer5-HT2Ar_chunk3_3,Spanish,Russian
Aga-Ugu_chunk1_0,Russian,Russian
Aga-Ugu_chunk1_1,Russian,Russian
Aga-Ugu_chunk1_2,Russian,Russian
Aga-Ugu_chunk1_3,Russian,Russian
Apofis_chunk1_0,Slovenian,Croatian
Apofis_chunk1_1,Slovenian,Slovenian
Apofis_chunk1_2,Slovenian,Slovenian
Argh3483_chunk1_0,French,French
Argh3483_chunk1_1,French,French
Argh3483_chunk1_2,French,French
Argh3483_chunk1_3,French,French
Argh3483_chunk1_4,French,French
Argh3483_chunk2_0,French,French
Argh3483_chunk2_1,French,French
Argh3483_chunk2_2,French,French
Argh3483_chunk2_3,French,French
Argh3483_chunk2_4,French,French
Argh3483_chunk2_5,French,French
Argh3483_chunk2_6,French,French
Argh3483_chunk3_0,French,French
Argh3483_chunk3_1,French,French
Argh3483_chunk3_2,French,French
Argh3483_chunk3_3,French,French
Argh3483_chunk3_4,French,French
ArttuH5N1_chunk1_0,Finish,Finish
ArttuH5N1_chunk1_1,Finish,Estonian
ArttuH5N1_chunk1_2,Finish,Romanian
ArttuH5N1_chunk2_0,Finish,Hungarian
ArttuH5N1_chunk2_1,Finish,Norwegian
ArttuH5N1_chunk2_2,Finish,German
ArttuH5N1_chunk3_0,Finish,Slovenian
ArttuH5N1_chunk3_1,Finish,Finish
ArttuH5N1_chunk3_2,Finish,English
Asjaarmastaja_chunk1_0,Estonian,Finish
Asjaarmastaja_chunk1_1,Estonian,Czech
Asjaarmastaja_chunk1_2,Estonian,Estonian
Asjaarmastaja_chunk1_3,Estonian,English
Asjaarmastaja_chunk1_4,Estonian,Bulgarian
Asjaarmastaja_chunk2_0,Estonian,Estonian
Asjaarmastaja_chunk2_1,Estonian,Estonian
Asjaarmastaja_chunk2_2,Estonian,Dutch
Asjaarmastaja_chunk2_3,Estonian,Lithuanian
