guid,label,output
100100145_chunk10_0,Bulgarian,Finish
100100145_chunk10_1,Bulgarian,English
100100145_chunk10_2,Bulgarian,Russian
100100145_chunk10_3,Bulgarian,Russian
100100145_chunk11_0,Bulgarian,Russian
100100145_chunk11_1,Bulgarian,Slovenian
100100145_chunk11_2,Bulgarian,Greek
100100145_chunk11_3,Bulgarian,English
100100145_chunk11_4,Bulgarian,Bulgarian
100100145_chunk12_0,Bulgarian,Slovenian
100100145_chunk12_1,Bulgarian,Finish
100100145_chunk12_2,Bulgarian,Dutch
100100145_chunk12_3,Bulgarian,Italian
100100145_chunk13_0,Bulgarian,Russian
100100145_chunk13_1,Bulgarian,Russian
100100145_chunk13_2,Bulgarian,Russian
100100145_chunk13_3,Bulgarian,English
100100145_chunk14_0,Bulgarian,Italian
100100145_chunk14_1,Bulgarian,English
100100145_chunk14_2,Bulgarian,English
100100145_chunk14_3,Bulgarian,English
100100145_chunk15_0,Bulgarian,Russian
100100145_chunk15_1,Bulgarian,Russian
100100145_chunk15_2,Bulgarian,Dutch
100100145_chunk15_3,Bulgarian,Dutch
100100145_chunk15_4,Bulgarian,Finish
100100145_chunk16_0,Bulgarian,English
100100145_chunk16_1,Bulgarian,English
100100145_chunk16_2,Bulgarian,English
100100145_chunk16_3,Bulgarian,Bulgarian
100100145_chunk16_4,Bulgarian,German
100100145_chunk17_0,Bulgarian,Dutch
100100145_chunk17_1,Bulgarian,English
100100145_chunk17_2,Bulgarian,Bulgarian
100100145_chunk17_3,Bulgarian,German
100100145_chunk17_4,Bulgarian,Bulgarian
100100145_chunk1_0,Bulgarian,Bulgarian
100100145_chunk1_1,Bulgarian,English
100100145_chunk1_2,Bulgarian,German
100100145_chunk1_3,Bulgarian,Slovenian
100100145_chunk1_4,Bulgarian,Italian
100100145_chunk2_0,Bulgarian,English
100100145_chunk2_1,Bulgarian,English
100100145_chunk2_2,Bulgarian,French
100100145_chunk2_3,Bulgarian,English
100100145_chunk2_4,Bulgarian,German
100100145_chunk3_0,Bulgarian,Russian
100100145_chunk3_1,Bulgarian,Turkish
100100145_chunk3_2,Bulgarian,English
100100145_chunk3_3,Bulgarian,Bulgarian
100100145_chunk4_0,Bulgarian,Russian
100100145_chunk4_1,Bulgarian,Russian
100100145_chunk4_2,Bulgarian,Russian
100100145_chunk4_3,Bulgarian,Bulgarian
100100145_chunk5_0,Bulgarian,Turkish
100100145_chunk5_1,Bulgarian,Swedish
100100145_chunk5_2,Bulgarian,Greek
100100145_chunk5_3,Bulgarian,Bulgarian
100100145_chunk6_0,Bulgarian,Italian
100100145_chunk6_1,Bulgarian,Spanish
100100145_chunk6_2,Bulgarian,Italian
100100145_chunk6_3,Bulgarian,Estonian
100100145_chunk7_0,Bulgarian,Italian
100100145_chunk7_1,Bulgarian,Estonian
100100145_chunk7_2,Bulgarian,Swedish
100100145_chunk7_3,Bulgarian,Italian
100100145_chunk7_4,Bulgarian,English
100100145_chunk8_0,Bulgarian,Swedish
100100145_chunk8_1,Bulgarian,Bulgarian
100100145_chunk8_2,Bulgarian,Russian
100100145_chunk8_3,Bulgarian,Dutch
100100145_chunk8_4,Bulgarian,Russian
100100145_chunk9_0,Bulgarian,Swedish
100100145_chunk9_1,Bulgarian,Swedish
100100145_chunk9_2,Bulgarian,English
100100145_chunk9_3,Bulgarian,Bulgarian
100100145_chunk9_4,Bulgarian,Swedish
102849_chunk1_0,Dutch,Dutch
102849_chunk1_1,Dutch,Dutch
102849_chunk1_2,Dutch,Dutch
102849_chunk1_3,Dutch,German
102849_chunk2_0,Dutch,Dutch
102849_chunk2_1,Dutch,Dutch
102849_chunk2_2,Dutch,Dutch
102849_chunk2_3,Dutch,Dutch
102849_chunk3_0,Dutch,Italian
102849_chunk3_1,Dutch,Dutch
102849_chunk3_2,Dutch,Dutch
102849_chunk3_3,Dutch,Dutch
102849_chunk4_0,Dutch,Dutch
102849_chunk4_1,Dutch,Russian
102849_chunk4_2,Dutch,Dutch
102849_chunk4_3,Dutch,German
4_times_shadowbanned_chunk10_0,Greek,Greek
4_times_shadowbanned_chunk10_1,Greek,Greek
4_times_shadowbanned_chunk10_2,Greek,Greek
4_times_shadowbanned_chunk11_0,Greek,English
4_times_shadowbanned_chunk11_1,Greek,English
4_times_shadowbanned_chunk11_2,Greek,Slovenian
4_times_shadowbanned_chunk12_0,Greek,Dutch
4_times_shadowbanned_chunk12_1,Greek,Greek
4_times_shadowbanned_chunk12_2,Greek,Norwegian
4_times_shadowbanned_chunk13_0,Greek,Swedish
4_times_shadowbanned_chunk13_1,Greek,Greek
4_times_shadowbanned_chunk13_2,Greek,Greek
4_times_shadowbanned_chunk13_3,Greek,Greek
4_times_shadowbanned_chunk14_0,Greek,Greek
4_times_shadowbanned_chunk14_1,Greek,Greek
4_times_shadowbanned_chunk14_2,Greek,Greek
4_times_shadowbanned_chunk15_0,Greek,Bulgarian
4_times_shadowbanned_chunk15_1,Greek,Polish
4_times_shadowbanned_chunk15_2,Greek,Italian
4_times_shadowbanned_chunk15_3,Greek,Greek
4_times_shadowbanned_chunk16_0,Greek,Greek
4_times_shadowbanned_chunk16_1,Greek,Greek
4_times_shadowbanned_chunk16_2,Greek,Serbian
4_times_shadowbanned_chunk1_0,Greek,Croatian
4_times_shadowbanned_chunk1_1,Greek,Greek
4_times_shadowbanned_chunk1_2,Greek,English
4_times_shadowbanned_chunk2_0,Greek,French
4_times_shadowbanned_chunk2_1,Greek,Greek
4_times_shadowbanned_chunk2_2,Greek,Greek
4_times_shadowbanned_chunk3_0,Greek,Greek
4_times_shadowbanned_chunk3_1,Greek,Spanish
4_times_shadowbanned_chunk3_2,Greek,German
4_times_shadowbanned_chunk4_0,Greek,Greek
4_times_shadowbanned_chunk4_1,Greek,Greek
4_times_shadowbanned_chunk4_2,Greek,Slovenian
4_times_shadowbanned_chunk5_0,Greek,French
4_times_shadowbanned_chunk5_1,Greek,Italian
4_times_shadowbanned_chunk5_2,Greek,French
4_times_shadowbanned_chunk6_0,Greek,Bulgarian
4_times_shadowbanned_chunk6_1,Greek,Croatian
4_times_shadowbanned_chunk6_2,Greek,Greek
4_times_shadowbanned_chunk7_0,Greek,Dutch
4_times_shadowbanned_chunk7_1,Greek,Greek
4_times_shadowbanned_chunk7_2,Greek,Dutch
4_times_shadowbanned_chunk8_0,Greek,Bulgarian
4_times_shadowbanned_chunk8_1,Greek,Croatian
4_times_shadowbanned_chunk8_2,Greek,Croatian
4_times_shadowbanned_chunk9_0,Greek,Greek
4_times_shadowbanned_chunk9_1,Greek,English
4_times_shadowbanned_chunk9_2,Greek,Greek
75962410687_chunk10_0,German,English
75962410687_chunk10_1,German,English
75962410687_chunk10_2,German,French
75962410687_chunk11_0,German,English
75962410687_chunk11_1,German,English
75962410687_chunk11_2,German,English
75962410687_chunk11_3,German,Greek
75962410687_chunk12_0,German,Spanish
75962410687_chunk12_1,German,English
75962410687_chunk12_2,German,English
75962410687_chunk13_0,German,English
75962410687_chunk13_1,German,Slovenian
75962410687_chunk13_2,German,Slovenian
75962410687_chunk14_0,German,English
75962410687_chunk14_1,German,English
75962410687_chunk14_2,German,English
75962410687_chunk14_3,German,English
75962410687_chunk15_0,German,English
75962410687_chunk15_1,German,English
75962410687_chunk15_2,German,English
75962410687_chunk15_3,German,Swedish
75962410687_chunk16_0,German,German
75962410687_chunk16_1,German,English
75962410687_chunk16_2,German,Spanish
75962410687_chunk17_0,German,English
75962410687_chunk17_1,German,English
75962410687_chunk17_2,German,English
75962410687_chunk1_0,German,English
75962410687_chunk1_1,German,English
75962410687_chunk1_2,German,German
75962410687_chunk2_0,German,Dutch
75962410687_chunk2_1,German,English
75962410687_chunk2_2,German,English
75962410687_chunk3_0,German,Russian
75962410687_chunk3_1,German,Dutch
75962410687_chunk3_2,German,Dutch
75962410687_chunk3_3,German,Slovenian
75962410687_chunk4_0,German,French
75962410687_chunk4_1,German,Dutch
75962410687_chunk4_2,German,German
75962410687_chunk4_3,German,Swedish
75962410687_chunk5_0,German,English
75962410687_chunk5_1,German,French
75962410687_chunk5_2,German,Czech
75962410687_chunk6_0,German,English
75962410687_chunk6_1,German,English
75962410687_chunk6_2,German,English
75962410687_chunk7_0,German,Swedish
75962410687_chunk7_1,German,English
75962410687_chunk7_2,German,Bulgarian
75962410687_chunk8_0,German,English
75962410687_chunk8_1,German,Dutch
75962410687_chunk8_2,German,German
75962410687_chunk9_0,German,Bulgarian
75962410687_chunk9_1,German,English
75962410687_chunk9_2,German,Bulgarian
87cole_chunk1_0,Finish,Finish
87cole_chunk1_1,Finish,Finish
87cole_chunk1_2,Finish,Estonian
87cole_chunk1_3,Finish,Finish
87cole_chunk2_0,Finish,Finish
87cole_chunk2_1,Finish,Finish
87cole_chunk2_2,Finish,Finish
87cole_chunk2_3,Finish,German
911Mitdidit_chunk10_0,Turkish,Turkish
911Mitdidit_chunk10_1,Turkish,Turkish
911Mitdidit_chunk10_2,Turkish,Turkish
911Mitdidit_chunk10_3,Turkish,Croatian
911Mitdidit_chunk11_0,Turkish,Dutch
911Mitdidit_chunk11_1,Turkish,Turkish
911Mitdidit_chunk11_2,Turkish,Slovenian
911Mitdidit_chunk12_0,Turkish,Turkish
911Mitdidit_chunk12_1,Turkish,Turkish
911Mitdidit_chunk12_2,Turkish,Turkish
911Mitdidit_chunk12_3,Turkish,Turkish
911Mitdidit_chunk13_0,Turkish,Greek
911Mitdidit_chunk13_1,Turkish,Turkish
911Mitdidit_chunk13_2,Turkish,Turkish
911Mitdidit_chunk13_3,Turkish,Turkish
911Mitdidit_chunk14_0,Turkish,Turkish
911Mitdidit_chunk14_1,Turkish,Turkish
911Mitdidit_chunk14_2,Turkish,Turkish
911Mitdidit_chunk14_3,Turkish,Turkish
911Mitdidit_chunk15_0,Turkish,Turkish
911Mitdidit_chunk15_1,Turkish,Turkish
911Mitdidit_chunk15_2,Turkish,Turkish
911Mitdidit_chunk15_3,Turkish,Turkish
911Mitdidit_chunk16_0,Turkish,Turkish
911Mitdidit_chunk16_1,Turkish,Greek
911Mitdidit_chunk16_2,Turkish,Turkish
911Mitdidit_chunk16_3,Turkish,Slovenian
911Mitdidit_chunk1_0,Turkish,Turkish
911Mitdidit_chunk1_1,Turkish,Turkish
911Mitdidit_chunk1_2,Turkish,Turkish
911Mitdidit_chunk2_0,Turkish,Turkish
911Mitdidit_chunk2_1,Turkish,Turkish
911Mitdidit_chunk2_2,Turkish,Turkish
911Mitdidit_chunk2_3,Turkish,Serbian
911Mitdidit_chunk3_0,Turkish,Turkish
911Mitdidit_chunk3_1,Turkish,Turkish
911Mitdidit_chunk3_2,Turkish,Turkish
911Mitdidit_chunk4_0,Turkish,Turkish
911Mitdidit_chunk4_1,Turkish,Turkish
911Mitdidit_chunk4_2,Turkish,Turkish
911Mitdidit_chunk5_0,Turkish,Turkish
911Mitdidit_chunk5_1,Turkish,German
911Mitdidit_chunk5_2,Turkish,German
911Mitdidit_chunk5_3,Turkish,Bulgarian
911Mitdidit_chunk6_0,Turkish,Turkish
911Mitdidit_chunk6_1,Turkish,Turkish
911Mitdidit_chunk6_2,Turkish,Turkish
911Mitdidit_chunk7_0,Turkish,Turkish
911Mitdidit_chunk7_1,Turkish,Turkish
911Mitdidit_chunk7_2,Turkish,Turkish
911Mitdidit_chunk7_3,Turkish,Turkish
911Mitdidit_chunk7_4,Turkish,Czech
911Mitdidit_chunk8_0,Turkish,Italian
911Mitdidit_chunk8_1,Turkish,Turkish
911Mitdidit_chunk8_2,Turkish,Turkish
911Mitdidit_chunk8_3,Turkish,Turkish
911Mitdidit_chunk9_0,Turkish,Turkish
911Mitdidit_chunk9_1,Turkish,Turkish
911Mitdidit_chunk9_2,Turkish,Turkish
911Mitdidit_chunk9_3,Turkish,Turkish
APFSDS-T_chunk10_0,Finish,Croatian
APFSDS-T_chunk10_1,Finish,Bulgarian
APFSDS-T_chunk10_2,Finish,English
APFSDS-T_chunk10_3,Finish,Bulgarian
APFSDS-T_chunk11_0,Finish,Croatian
APFSDS-T_chunk11_1,Finish,Croatian
APFSDS-T_chunk11_2,Finish,English
APFSDS-T_chunk11_3,Finish,English
APFSDS-T_chunk12_0,Finish,Estonian
APFSDS-T_chunk12_1,Finish,German
APFSDS-T_chunk12_2,Finish,Bulgarian
APFSDS-T_chunk12_3,Finish,German
APFSDS-T_chunk13_0,Finish,Dutch
APFSDS-T_chunk13_1,Finish,Finish
APFSDS-T_chunk13_2,Finish,English
APFSDS-T_chunk13_3,Finish,Croatian
APFSDS-T_chunk14_0,Finish,Croatian
APFSDS-T_chunk14_1,Finish,Bulgarian
APFSDS-T_chunk14_2,Finish,Bulgarian
APFSDS-T_chunk14_3,Finish,Dutch
APFSDS-T_chunk15_0,Finish,Greek
APFSDS-T_chunk15_1,Finish,Dutch
APFSDS-T_chunk15_2,Finish,Bulgarian
APFSDS-T_chunk15_3,Finish,Dutch
APFSDS-T_chunk16_0,Finish,Slovenian
APFSDS-T_chunk16_1,Finish,Dutch
APFSDS-T_chunk16_2,Finish,English
APFSDS-T_chunk16_3,Finish,Bulgarian
APFSDS-T_chunk16_4,Finish,Slovenian
APFSDS-T_chunk17_0,Finish,Croatian
APFSDS-T_chunk17_1,Finish,Croatian
APFSDS-T_chunk17_2,Finish,Croatian
APFSDS-T_chunk17_3,Finish,Croatian
APFSDS-T_chunk1_0,Finish,Finish
APFSDS-T_chunk1_1,Finish,German
APFSDS-T_chunk1_2,Finish,Swedish
APFSDS-T_chunk1_3,Finish,Slovenian
APFSDS-T_chunk2_0,Finish,Bulgarian
APFSDS-T_chunk2_1,Finish,Croatian
APFSDS-T_chunk2_2,Finish,Bulgarian
APFSDS-T_chunk2_3,Finish,Swedish
APFSDS-T_chunk3_0,Finish,Dutch
APFSDS-T_chunk3_1,Finish,German
APFSDS-T_chunk3_2,Finish,German
APFSDS-T_chunk3_3,Finish,German
APFSDS-T_chunk4_0,Finish,German
APFSDS-T_chunk4_1,Finish,English
APFSDS-T_chunk4_2,Finish,Dutch
APFSDS-T_chunk4_3,Finish,Croatian
APFSDS-T_chunk5_0,Finish,Bulgarian
APFSDS-T_chunk5_1,Finish,German
APFSDS-T_chunk5_2,Finish,Slovenian
APFSDS-T_chunk5_3,Finish,Finish
APFSDS-T_chunk6_0,Finish,Romanian
APFSDS-T_chunk6_1,Finish,Croatian
APFSDS-T_chunk6_2,Finish,Croatian
APFSDS-T_chunk6_3,Finish,German
APFSDS-T_chunk7_0,Finish,Italian
APFSDS-T_chunk7_1,Finish,Bulgarian
APFSDS-T_chunk7_2,Finish,Romanian
APFSDS-T_chunk7_3,Finish,Croatian
APFSDS-T_chunk8_0,Finish,German
APFSDS-T_chunk8_1,Finish,German
APFSDS-T_chunk8_2,Finish,Romanian
APFSDS-T_chunk8_3,Finish,Bulgarian
APFSDS-T_chunk9_0,Finish,Dutch
APFSDS-T_chunk9_1,Finish,Bulgarian
APFSDS-T_chunk9_2,Finish,Bulgarian
APFSDS-T_chunk9_3,Finish,German
APFSDS-T_chunk9_4,Finish,Dutch
AeDubhe_chunk10_0,English,Italian
AeDubhe_chunk10_1,English,Dutch
AeDubhe_chunk10_2,English,English
AeDubhe_chunk10_3,English,English
AeDubhe_chunk11_0,English,English
AeDubhe_chunk11_1,English,English
AeDubhe_chunk11_2,English,English
AeDubhe_chunk11_3,English,Swedish
AeDubhe_chunk12_0,English,English
AeDubhe_chunk12_1,English,English
AeDubhe_chunk12_2,English,Italian
AeDubhe_chunk12_3,English,Italian
AeDubhe_chunk13_0,English,English
AeDubhe_chunk13_1,English,English
AeDubhe_chunk13_2,English,Dutch
AeDubhe_chunk13_3,English,Italian
AeDubhe_chunk14_0,English,Swedish
AeDubhe_chunk14_1,English,English
AeDubhe_chunk14_2,English,English
AeDubhe_chunk14_3,English,Dutch
AeDubhe_chunk15_0,English,English
AeDubhe_chunk15_1,English,English
AeDubhe_chunk15_2,English,English
AeDubhe_chunk15_3,English,English
AeDubhe_chunk15_4,English,English
AeDubhe_chunk16_0,English,English
AeDubhe_chunk16_1,English,English
AeDubhe_chunk16_2,English,English
AeDubhe_chunk16_3,English,English
AeDubhe_chunk17_0,English,English
AeDubhe_chunk17_1,English,English
AeDubhe_chunk17_2,English,Romanian
AeDubhe_chunk17_3,English,Italian
AeDubhe_chunk1_0,English,Dutch
AeDubhe_chunk1_1,English,English
AeDubhe_chunk1_2,English,English
AeDubhe_chunk2_0,English,English
AeDubhe_chunk2_1,English,Swedish
AeDubhe_chunk2_2,English,English
AeDubhe_chunk3_0,English,Dutch
AeDubhe_chunk3_1,English,English
AeDubhe_chunk3_2,English,Croatian
AeDubhe_chunk3_3,English,Greek
AeDubhe_chunk4_0,English,Dutch
AeDubhe_chunk4_1,English,Italian
AeDubhe_chunk4_2,English,English
AeDubhe_chunk4_3,English,English
AeDubhe_chunk5_0,English,English
AeDubhe_chunk5_1,English,English
AeDubhe_chunk5_2,English,English
AeDubhe_chunk5_3,English,English
AeDubhe_chunk6_0,English,Italian
AeDubhe_chunk6_1,English,English
AeDubhe_chunk6_2,English,Italian
AeDubhe_chunk6_3,English,English
AeDubhe_chunk6_4,English,English
AeDubhe_chunk7_0,English,English
AeDubhe_chunk7_1,English,English
AeDubhe_chunk7_2,English,English
AeDubhe_chunk7_3,English,English
AeDubhe_chunk8_0,English,Dutch
AeDubhe_chunk8_1,English,English
AeDubhe_chunk8_2,English,English
AeDubhe_chunk8_3,English,German
AeDubhe_chunk9_0,English,English
AeDubhe_chunk9_1,English,English
AeDubhe_chunk9_2,English,Dutch
AeDubhe_chunk9_3,English,English
AeDubhe_chunk9_4,English,Italian
Aerroon_chunk10_0,Estonian,Norwegian
Aerroon_chunk10_1,Estonian,Romanian
Aerroon_chunk10_2,Estonian,French
Aerroon_chunk11_0,Estonian,Dutch
Aerroon_chunk11_1,Estonian,Lithuanian
Aerroon_chunk11_2,Estonian,Swedish
Aerroon_chunk11_3,Estonian,Dutch
Aerroon_chunk12_0,Estonian,Italian
Aerroon_chunk12_1,Estonian,Swedish
Aerroon_chunk12_2,Estonian,Slovenian
Aerroon_chunk13_0,Estonian,Romanian
Aerroon_chunk13_1,Estonian,Dutch
Aerroon_chunk13_2,Estonian,Dutch
Aerroon_chunk14_0,Estonian,Swedish
Aerroon_chunk14_1,Estonian,Swedish
Aerroon_chunk14_2,Estonian,Dutch
Aerroon_chunk14_3,Estonian,German
Aerroon_chunk15_0,Estonian,Finish
Aerroon_chunk15_1,Estonian,Romanian
Aerroon_chunk15_2,Estonian,Romanian
Aerroon_chunk15_3,Estonian,Hungarian
Aerroon_chunk16_0,Estonian,Dutch
Aerroon_chunk16_1,Estonian,English
Aerroon_chunk16_2,Estonian,Hungarian
Aerroon_chunk16_3,Estonian,German
Aerroon_chunk17_0,Estonian,Dutch
Aerroon_chunk17_1,Estonian,Dutch
Aerroon_chunk17_2,Estonian,Croatian
Aerroon_chunk17_3,Estonian,Slovenian
Aerroon_chunk1_0,Estonian,Romanian
Aerroon_chunk1_1,Estonian,Dutch
Aerroon_chunk1_2,Estonian,Norwegian
Aerroon_chunk1_3,Estonian,Czech
Aerroon_chunk2_0,Estonian,English
Aerroon_chunk2_1,Estonian,Finish
Aerroon_chunk2_2,Estonian,Bulgarian
Aerroon_chunk2_3,Estonian,Slovenian
Aerroon_chunk3_0,Estonian,Finish
Aerroon_chunk3_1,Estonian,Dutch
Aerroon_chunk3_2,Estonian,Estonian
Aerroon_chunk4_0,Estonian,Slovenian
Aerroon_chunk4_1,Estonian,Dutch
Aerroon_chunk4_2,Estonian,Spanish
Aerroon_chunk4_3,Estonian,Croatian
Aerroon_chunk5_0,Estonian,German
Aerroon_chunk5_1,Estonian,German
Aerroon_chunk5_2,Estonian,German
Aerroon_chunk5_3,Estonian,German
Aerroon_chunk6_0,Estonian,Estonian
Aerroon_chunk6_1,Estonian,German
Aerroon_chunk6_2,Estonian,Italian
Aerroon_chunk7_0,Estonian,Croatian
Aerroon_chunk7_1,Estonian,Croatian
Aerroon_chunk7_2,Estonian,Croatian
Aerroon_chunk8_0,Estonian,Slovenian
Aerroon_chunk8_1,Estonian,Dutch
Aerroon_chunk8_2,Estonian,English
Aerroon_chunk8_3,Estonian,Dutch
Aerroon_chunk8_4,Estonian,Dutch
Aerroon_chunk9_0,Estonian,Hungarian
Aerroon_chunk9_1,Estonian,Dutch
Aerroon_chunk9_2,Estonian,German
Agality_chunk10_0,Turkish,Turkish
Agality_chunk10_1,Turkish,Turkish
Agality_chunk10_2,Turkish,Turkish
Agality_chunk11_0,Turkish,Turkish
Agality_chunk11_1,Turkish,Turkish
Agality_chunk11_2,Turkish,Turkish
Agality_chunk1_0,Turkish,Turkish
Agality_chunk1_1,Turkish,Turkish
Agality_chunk1_2,Turkish,Turkish
Agality_chunk2_0,Turkish,Turkish
Agality_chunk2_1,Turkish,Turkish
Agality_chunk2_2,Turkish,Turkish
Agality_chunk3_0,Turkish,Turkish
Agality_chunk3_1,Turkish,Turkish
Agality_chunk3_2,Turkish,Turkish
Agality_chunk4_0,Turkish,Turkish
Agality_chunk4_1,Turkish,Turkish
Agality_chunk4_2,Turkish,Turkish
Agality_chunk5_0,Turkish,Turkish
Agality_chunk5_1,Turkish,Turkish
Agality_chunk5_2,Turkish,Turkish
Agality_chunk6_0,Turkish,Turkish
Agality_chunk6_1,Turkish,Turkish
Agality_chunk6_2,Turkish,Turkish
Agality_chunk6_3,Turkish,Croatian
Agality_chunk7_0,Turkish,Turkish
Agality_chunk7_1,Turkish,Turkish
Agality_chunk7_2,Turkish,Turkish
Agality_chunk8_0,Turkish,Turkish
Agality_chunk8_1,Turkish,Turkish
Agality_chunk8_2,Turkish,Turkish
Agality_chunk9_0,Turkish,Turkish
Agality_chunk9_1,Turkish,Turkish
Agality_chunk9_2,Turkish,Turkish
AlexSud_chunk10_0,Bulgarian,Bulgarian
AlexSud_chunk10_1,Bulgarian,Bulgarian
AlexSud_chunk10_2,Bulgarian,Bulgarian
AlexSud_chunk11_0,Bulgarian,Bulgarian
AlexSud_chunk11_1,Bulgarian,Bulgarian
AlexSud_chunk11_2,Bulgarian,Slovenian
AlexSud_chunk12_0,Bulgarian,Bulgarian
AlexSud_chunk12_1,Bulgarian,Bulgarian
AlexSud_chunk12_2,Bulgarian,Bulgarian
AlexSud_chunk13_0,Bulgarian,Bulgarian
AlexSud_chunk13_1,Bulgarian,Finish
AlexSud_chunk14_0,Bulgarian,German
AlexSud_chunk14_1,Bulgarian,Greek
AlexSud_chunk14_2,Bulgarian,Croatian
AlexSud_chunk15_0,Bulgarian,Russian
AlexSud_chunk15_1,Bulgarian,Greek
AlexSud_chunk15_2,Bulgarian,Croatian
AlexSud_chunk16_0,Bulgarian,Romanian
AlexSud_chunk16_1,Bulgarian,Russian
AlexSud_chunk16_2,Bulgarian,Russian
AlexSud_chunk17_0,Bulgarian,Bulgarian
AlexSud_chunk17_1,Bulgarian,Bulgarian
AlexSud_chunk17_2,Bulgarian,Bulgarian
AlexSud_chunk1_0,Bulgarian,Slovenian
AlexSud_chunk1_1,Bulgarian,Bulgarian
AlexSud_chunk1_2,Bulgarian,Bulgarian
AlexSud_chunk2_0,Bulgarian,German
AlexSud_chunk2_1,Bulgarian,Bulgarian
AlexSud_chunk2_2,Bulgarian,Croatian
AlexSud_chunk3_0,Bulgarian,Bulgarian
AlexSud_chunk3_1,Bulgarian,Serbian
AlexSud_chunk3_2,Bulgarian,Slovenian
AlexSud_chunk3_3,Bulgarian,German
AlexSud_chunk4_0,Bulgarian,Bulgarian
AlexSud_chunk4_1,Bulgarian,Bulgarian
AlexSud_chunk4_2,Bulgarian,Romanian
AlexSud_chunk4_3,Bulgarian,Bulgarian
AlexSud_chunk5_0,Bulgarian,Bulgarian
AlexSud_chunk5_1,Bulgarian,Hungarian
AlexSud_chunk5_2,Bulgarian,Italian
AlexSud_chunk5_3,Bulgarian,Bulgarian
AlexSud_chunk6_0,Bulgarian,Bulgarian
AlexSud_chunk6_1,Bulgarian,Bulgarian
AlexSud_chunk6_2,Bulgarian,Bulgarian
AlexSud_chunk7_0,Bulgarian,Estonian
AlexSud_chunk7_1,Bulgarian,Bulgarian
AlexSud_chunk7_2,Bulgarian,Spanish
AlexSud_chunk7_3,Bulgarian,Italian
AlexSud_chunk7_4,Bulgarian,Bulgarian
AlexSud_chunk7_5,Bulgarian,Slovenian
AlexSud_chunk8_0,Bulgarian,German
AlexSud_chunk8_1,Bulgarian,Croatian
AlexSud_chunk8_2,Bulgarian,German
AlexSud_chunk8_3,Bulgarian,French
AlexSud_chunk9_0,Bulgarian,Slovenian
AlexSud_chunk9_1,Bulgarian,Bulgarian
AlexSud_chunk9_2,Bulgarian,Bulgarian
Alp-ha_chunk1_0,Turkish,Serbian
Alp-ha_chunk1_1,Turkish,Turkish
Alp-ha_chunk2_0,Turkish,Serbian
