guid,label,output
100100145_chunk1_0,Bulgarian,German
100100145_chunk1_1,Bulgarian,German
100100145_chunk1_2,Bulgarian,German
100100145_chunk1_3,Bulgarian,English
100100145_chunk1_4,Bulgarian,English
100100145_chunk2_0,Bulgarian,Bulgarian
100100145_chunk2_1,Bulgarian,Bulgarian
100100145_chunk2_2,Bulgarian,Russian
100100145_chunk2_3,Bulgarian,Estonian
100100145_chunk3_0,Bulgarian,Russian
100100145_chunk3_1,Bulgarian,Bulgarian
100100145_chunk3_2,Bulgarian,Bulgarian
100100145_chunk3_3,Bulgarian,Bulgarian
100100145_chunk3_4,Bulgarian,Croatian
100courics_chunk1_0,Hungarian,Hungarian
100courics_chunk1_1,Hungarian,Hungarian
100courics_chunk1_2,Hungarian,Estonian
100courics_chunk1_3,Hungarian,Croatian
100courics_chunk2_0,Hungarian,Hungarian
100courics_chunk2_1,Hungarian,Hungarian
100courics_chunk2_2,Hungarian,Bulgarian
100courics_chunk2_3,Hungarian,Czech
100courics_chunk3_0,Hungarian,Hungarian
100courics_chunk3_1,Hungarian,Hungarian
100courics_chunk3_2,Hungarian,Hungarian
100courics_chunk3_3,Hungarian,Russian
20_Bucks_Is_20_Bucks_chunk1_0,Bulgarian,Norwegian
20_Bucks_Is_20_Bucks_chunk1_1,Bulgarian,Polish
20_Bucks_Is_20_Bucks_chunk1_2,Bulgarian,Slovenian
20_Bucks_Is_20_Bucks_chunk2_0,Bulgarian,Bulgarian
20_Bucks_Is_20_Bucks_chunk2_1,Bulgarian,English
20_Bucks_Is_20_Bucks_chunk2_2,Bulgarian,Spanish
20_Bucks_Is_20_Bucks_chunk2_3,Bulgarian,Spanish
20_Bucks_Is_20_Bucks_chunk3_0,Bulgarian,Dutch
20_Bucks_Is_20_Bucks_chunk3_1,Bulgarian,Bulgarian
20_Bucks_Is_20_Bucks_chunk3_2,Bulgarian,Czech
20_Bucks_Is_20_Bucks_chunk3_3,Bulgarian,Bulgarian
3dom_chunk1_0,Russian,Russian
3dom_chunk1_1,Russian,Russian
3dom_chunk1_2,Russian,Russian
3dom_chunk1_3,Russian,Russian
3dom_chunk1_4,Russian,Russian
3dom_chunk2_0,Russian,Russian
3dom_chunk2_1,Russian,Russian
3dom_chunk2_2,Russian,Russian
3dom_chunk2_3,Russian,Russian
3dom_chunk3_0,Russian,Russian
3dom_chunk3_1,Russian,Russian
3dom_chunk3_2,Russian,Russian
3dom_chunk3_3,Russian,Russian
3dom_chunk3_4,Russian,Russian
3dom_chunk3_5,Russian,Russian
53bvo_chunk1_0,Dutch,Dutch
53bvo_chunk1_1,Dutch,Dutch
53bvo_chunk1_2,Dutch,Norwegian
53bvo_chunk1_3,Dutch,Dutch
53bvo_chunk2_0,Dutch,Portuguese
53bvo_chunk2_1,Dutch,Dutch
53bvo_chunk2_2,Dutch,Dutch
53bvo_chunk2_3,Dutch,German
53bvo_chunk3_0,Dutch,Dutch
53bvo_chunk3_1,Dutch,Dutch
53bvo_chunk3_2,Dutch,Dutch
53bvo_chunk3_3,Dutch,Dutch
5thKeetle_chunk1_0,Lithuanian,Lithuanian
5thKeetle_chunk1_1,Lithuanian,Spanish
5thKeetle_chunk1_2,Lithuanian,Norwegian
5thKeetle_chunk1_3,Lithuanian,German
5thKeetle_chunk2_0,Lithuanian,Dutch
5thKeetle_chunk2_1,Lithuanian,Lithuanian
5thKeetle_chunk2_2,Lithuanian,Russian
5thKeetle_chunk2_3,Lithuanian,Russian
5thKeetle_chunk3_0,Lithuanian,Slovenian
5thKeetle_chunk3_1,Lithuanian,French
5thKeetle_chunk3_2,Lithuanian,Greek
5thKeetle_chunk3_3,Lithuanian,Swedish
87cole_chunk1_0,Finish,Finish
87cole_chunk1_1,Finish,Finish
87cole_chunk1_2,Finish,Finish
87cole_chunk1_3,Finish,Estonian
AeDubhe_chunk1_0,English,English
AeDubhe_chunk1_1,English,English
