guid,input,output,logit,input_label,output_label
00731,8.0,8.0,10.187807083129883,SPA,SPA
06916,1.0,1.0,11.332915306091309,CHI,CHI
00282,10.0,10.0,6.99649715423584,TUR,TUR
05323,1.0,1.0,11.604743003845215,CHI,CHI
08672,8.0,8.0,10.26123332977295,SPA,SPA
06213,9.0,4.0,7.201203346252441,TEL,HIN
04291,6.0,6.0,10.276849746704102,JPN,JPN
07236,3.0,3.0,10.48496150970459,GER,GER
01497,8.0,8.0,10.235568046569824,SPA,SPA
11964,4.0,4.0,9.753469467163086,HIN,HIN
03094,0.0,0.0,8.99103832244873,ARA,ARA
01817,5.0,5.0,11.71980094909668,ITA,ITA
06774,9.0,4.0,7.509143352508545,TEL,HIN
11512,10.0,10.0,6.2111430168151855,TUR,TUR
09487,8.0,8.0,10.329534530639648,SPA,SPA
04053,3.0,3.0,10.500687599182129,GER,GER
02921,5.0,5.0,12.039605140686035,ITA,ITA
06767,7.0,6.0,9.026726722717285,KOR,JPN
05730,5.0,5.0,11.501535415649414,ITA,ITA
04306,5.0,5.0,11.633912086486816,ITA,ITA
03588,1.0,8.0,4.003259181976318,CHI,SPA
07795,0.0,8.0,3.9725546836853027,ARA,SPA
10312,0.0,0.0,11.11145305633545,ARA,ARA
04329,4.0,9.0,6.5520243644714355,HIN,TEL
12185,3.0,3.0,10.124479293823242,GER,GER
05248,10.0,4.0,5.729979991912842,TUR,HIN
05582,6.0,6.0,10.114062309265137,JPN,JPN
04447,6.0,6.0,10.107257843017578,JPN,JPN
11191,2.0,2.0,10.78384017944336,FRE,FRE
11756,5.0,5.0,11.806578636169434,ITA,ITA
10530,6.0,6.0,10.43684196472168,JPN,JPN
02263,4.0,9.0,9.962869644165039,HIN,TEL
00693,4.0,9.0,10.764663696289062,HIN,TEL
10908,6.0,6.0,10.552087783813477,JPN,JPN
03624,6.0,6.0,8.272584915161133,JPN,JPN
03005,9.0,9.0,10.470170974731445,TEL,TEL
06209,8.0,8.0,9.455413818359375,SPA,SPA
08760,1.0,7.0,7.71489953994751,CHI,KOR
04261,5.0,5.0,10.130599021911621,ITA,ITA
04903,1.0,10.0,6.252516746520996,CHI,TUR
01715,0.0,0.0,10.959208488464355,ARA,ARA
07125,10.0,0.0,5.346306800842285,TUR,ARA
00289,0.0,0.0,11.147626876831055,ARA,ARA
06572,1.0,1.0,11.569960594177246,CHI,CHI
02690,10.0,4.0,6.405619144439697,TUR,HIN
06496,7.0,7.0,6.958865165710449,KOR,KOR
05145,6.0,6.0,10.576570510864258,JPN,JPN
00734,7.0,7.0,10.277860641479492,KOR,KOR
10098,1.0,7.0,9.610785484313965,CHI,KOR
10746,9.0,9.0,11.629181861877441,TEL,TEL
04509,9.0,4.0,6.467979907989502,TEL,HIN
02545,5.0,5.0,11.365979194641113,ITA,ITA
09811,3.0,3.0,10.21739673614502,GER,GER
00056,4.0,4.0,4.853104114532471,HIN,HIN
02014,3.0,3.0,10.406965255737305,GER,GER
05846,10.0,10.0,10.007493019104004,TUR,TUR
12595,9.0,9.0,6.46929931640625,TEL,TEL
01833,7.0,7.0,11.595852851867676,KOR,KOR
09717,7.0,7.0,10.215680122375488,KOR,KOR
10084,2.0,2.0,6.454683303833008,FRE,FRE
07606,1.0,1.0,9.90392017364502,CHI,CHI
01320,7.0,7.0,10.593445777893066,KOR,KOR
03249,6.0,6.0,10.682792663574219,JPN,JPN
03013,2.0,2.0,10.840963363647461,FRE,FRE
08310,3.0,3.0,9.83132553100586,GER,GER
07369,5.0,5.0,12.082863807678223,ITA,ITA
01079,6.0,6.0,10.585907936096191,JPN,JPN
05436,6.0,6.0,8.93882942199707,JPN,JPN
10164,2.0,2.0,9.149154663085938,FRE,FRE
06702,6.0,6.0,8.679058074951172,JPN,JPN
01136,1.0,7.0,7.734242916107178,CHI,KOR
08339,4.0,4.0,9.62568187713623,HIN,HIN
07333,4.0,4.0,9.299062728881836,HIN,HIN
00304,2.0,2.0,11.098286628723145,FRE,FRE
00350,1.0,1.0,5.100910663604736,CHI,CHI
04233,6.0,6.0,11.048727035522461,JPN,JPN
11603,6.0,6.0,7.9445648193359375,JPN,JPN
00158,2.0,5.0,4.206812858581543,FRE,ITA
09630,8.0,8.0,10.381486892700195,SPA,SPA
01314,8.0,8.0,5.022284030914307,SPA,SPA
06451,0.0,0.0,10.713606834411621,ARA,ARA
02318,0.0,0.0,10.673308372497559,ARA,ARA
07884,8.0,8.0,9.459659576416016,SPA,SPA
04966,8.0,8.0,10.408639907836914,SPA,SPA
09424,2.0,8.0,8.991167068481445,FRE,SPA
09178,1.0,1.0,11.287535667419434,CHI,CHI
02888,4.0,4.0,9.65749454498291,HIN,HIN
06537,1.0,8.0,7.151320457458496,CHI,SPA
06649,1.0,1.0,11.64085578918457,CHI,CHI
07217,4.0,4.0,9.718969345092773,HIN,HIN
01343,4.0,4.0,7.864445209503174,HIN,HIN
07788,5.0,5.0,12.016166687011719,ITA,ITA
07835,6.0,7.0,9.813626289367676,JPN,KOR
10083,9.0,9.0,11.237797737121582,TEL,TEL
10863,1.0,1.0,10.688033103942871,CHI,CHI
01531,1.0,1.0,10.74515438079834,CHI,CHI
04321,10.0,10.0,7.3726606369018555,TUR,TUR
02113,7.0,6.0,6.266151428222656,KOR,JPN
05550,0.0,0.0,10.642489433288574,ARA,ARA
09987,6.0,6.0,10.821586608886719,JPN,JPN
04336,5.0,5.0,11.349503517150879,ITA,ITA
03890,0.0,9.0,11.259273529052734,ARA,TEL
06615,2.0,2.0,10.451007843017578,FRE,FRE
07696,8.0,8.0,10.633808135986328,SPA,SPA
10634,8.0,8.0,10.313335418701172,SPA,SPA
04869,0.0,0.0,10.278223037719727,ARA,ARA
00333,6.0,6.0,10.39805793762207,JPN,JPN
08048,1.0,1.0,10.193025588989258,CHI,CHI
07783,3.0,3.0,10.361311912536621,GER,GER
12089,10.0,0.0,10.720462799072266,TUR,ARA
09467,4.0,4.0,8.607678413391113,HIN,HIN
03322,9.0,9.0,10.351384162902832,TEL,TEL
10715,10.0,10.0,10.738459587097168,TUR,TUR
10654,9.0,4.0,7.75082540512085,TEL,HIN
09649,3.0,3.0,9.9815673828125,GER,GER
09118,3.0,3.0,10.274210929870605,GER,GER
04290,7.0,10.0,8.292756080627441,KOR,TUR
12993,3.0,3.0,7.883461952209473,GER,GER
08522,3.0,3.0,7.782886505126953,GER,GER
10817,1.0,1.0,10.912034034729004,CHI,CHI
02823,7.0,7.0,9.920408248901367,KOR,KOR
06795,1.0,1.0,10.539734840393066,CHI,CHI
00846,6.0,6.0,10.170884132385254,JPN,JPN
06195,0.0,0.0,11.044293403625488,ARA,ARA
02930,5.0,5.0,12.139156341552734,ITA,ITA
02808,7.0,7.0,8.282029151916504,KOR,KOR
04859,6.0,6.0,11.010222434997559,JPN,JPN
02029,8.0,5.0,9.047921180725098,SPA,ITA
08498,4.0,4.0,7.750500202178955,HIN,HIN
00265,8.0,8.0,10.194183349609375,SPA,SPA
02856,8.0,8.0,10.3533935546875,SPA,SPA
12331,2.0,2.0,5.148443698883057,FRE,FRE
12342,0.0,0.0,8.327607154846191,ARA,ARA
04207,9.0,9.0,11.78990650177002,TEL,TEL
00354,0.0,8.0,2.808401346206665,ARA,SPA
07521,8.0,1.0,8.391201972961426,SPA,CHI
07756,7.0,6.0,3.0754148960113525,KOR,JPN
04607,4.0,4.0,6.46103048324585,HIN,HIN
11897,5.0,5.0,11.990575790405273,ITA,ITA
05011,10.0,10.0,10.59450626373291,TUR,TUR
05544,2.0,2.0,9.97599983215332,FRE,FRE
01355,2.0,4.0,7.922674655914307,FRE,HIN
12661,0.0,0.0,10.732125282287598,ARA,ARA
02646,7.0,7.0,10.402844429016113,KOR,KOR
04241,10.0,3.0,2.748504400253296,TUR,GER
03226,5.0,5.0,11.774944305419922,ITA,ITA
10121,5.0,5.0,11.990846633911133,ITA,ITA
00657,2.0,2.0,7.754579544067383,FRE,FRE
12431,8.0,2.0,6.714302062988281,SPA,FRE
02906,9.0,9.0,10.798439025878906,TEL,TEL
07525,0.0,8.0,5.436478614807129,ARA,SPA
03149,4.0,4.0,9.335021018981934,HIN,HIN
10524,9.0,4.0,9.457281112670898,TEL,HIN
04095,0.0,10.0,6.076875686645508,ARA,TUR
11027,5.0,5.0,12.133089065551758,ITA,ITA
01181,9.0,9.0,8.046624183654785,TEL,TEL
10118,5.0,5.0,11.313148498535156,ITA,ITA
07579,1.0,1.0,11.344348907470703,CHI,CHI
11600,9.0,4.0,9.121020317077637,TEL,HIN
12545,3.0,3.0,10.603494644165039,GER,GER
09254,4.0,4.0,3.7664339542388916,HIN,HIN
07006,10.0,10.0,6.4031476974487305,TUR,TUR
06444,10.0,7.0,6.282959461212158,TUR,KOR
12732,5.0,0.0,7.199796676635742,ITA,ARA
07096,4.0,4.0,9.495965957641602,HIN,HIN
04319,7.0,7.0,9.709418296813965,KOR,KOR
04783,10.0,10.0,9.38163948059082,TUR,TUR
05062,2.0,2.0,9.00609016418457,FRE,FRE
02240,0.0,3.0,5.540682792663574,ARA,GER
00695,1.0,1.0,11.10246753692627,CHI,CHI
05162,8.0,8.0,10.012221336364746,SPA,SPA
07613,9.0,9.0,10.373303413391113,TEL,TEL
01514,1.0,0.0,9.195508003234863,CHI,ARA
01242,10.0,5.0,6.981223106384277,TUR,ITA
10364,8.0,8.0,9.318645477294922,SPA,SPA
04371,0.0,2.0,8.162576675415039,ARA,FRE
03630,7.0,7.0,10.064257621765137,KOR,KOR
05854,2.0,2.0,10.938497543334961,FRE,FRE
10630,0.0,8.0,8.361932754516602,ARA,SPA
11047,6.0,7.0,5.883166313171387,JPN,KOR
01002,0.0,0.0,10.54417610168457,ARA,ARA
07922,9.0,9.0,10.230281829833984,TEL,TEL
09304,4.0,4.0,9.556072235107422,HIN,HIN
03799,3.0,3.0,7.882846355438232,GER,GER
02400,9.0,4.0,9.385383605957031,TEL,HIN
04189,4.0,4.0,9.793595314025879,HIN,HIN
02003,1.0,6.0,10.615375518798828,CHI,JPN
09837,0.0,0.0,11.070989608764648,ARA,ARA
00241,4.0,4.0,9.745266914367676,HIN,HIN
10598,1.0,1.0,11.315021514892578,CHI,CHI
07327,2.0,2.0,10.483736038208008,FRE,FRE
03889,7.0,7.0,11.624550819396973,KOR,KOR
12268,10.0,10.0,8.350062370300293,TUR,TUR
02670,1.0,1.0,5.48426628112793,CHI,CHI
09740,5.0,5.0,9.754583358764648,ITA,ITA
05256,8.0,8.0,10.279436111450195,SPA,SPA
10510,2.0,2.0,6.853901386260986,FRE,FRE
06741,2.0,3.0,6.926117897033691,FRE,GER
05809,6.0,7.0,6.482697010040283,JPN,KOR
09574,10.0,2.0,8.546993255615234,TUR,FRE
01888,8.0,8.0,6.782446384429932,SPA,SPA
08248,4.0,9.0,10.235076904296875,HIN,TEL
08207,7.0,1.0,5.6309494972229,KOR,CHI
05767,1.0,1.0,10.745526313781738,CHI,CHI
09337,3.0,10.0,5.1241455078125,GER,TUR
06139,1.0,1.0,10.70705795288086,CHI,CHI
02338,9.0,9.0,10.818255424499512,TEL,TEL
11133,10.0,10.0,10.637574195861816,TUR,TUR
02546,6.0,6.0,10.826991081237793,JPN,JPN
12234,0.0,0.0,8.147805213928223,ARA,ARA
03136,5.0,5.0,12.222517967224121,ITA,ITA
09701,7.0,7.0,10.161210060119629,KOR,KOR
04444,3.0,3.0,9.238607406616211,GER,GER
12434,2.0,2.0,10.360856056213379,FRE,FRE
09441,6.0,6.0,10.807768821716309,JPN,JPN
12991,5.0,5.0,12.112497329711914,ITA,ITA
01947,3.0,3.0,9.499994277954102,GER,GER
01412,3.0,3.0,10.354581832885742,GER,GER
04106,10.0,10.0,7.822527885437012,TUR,TUR
07865,9.0,4.0,4.844590187072754,TEL,HIN
05617,7.0,6.0,10.120532989501953,KOR,JPN
02519,7.0,7.0,11.702112197875977,KOR,KOR
08827,10.0,10.0,9.451581954956055,TUR,TUR
11464,8.0,8.0,8.974910736083984,SPA,SPA
10072,3.0,3.0,10.474109649658203,GER,GER
10699,9.0,9.0,11.156807899475098,TEL,TEL
01095,5.0,8.0,5.781823635101318,ITA,SPA
02395,6.0,6.0,8.212116241455078,JPN,JPN
05194,4.0,4.0,9.59250545501709,HIN,HIN
08762,2.0,3.0,8.342306137084961,FRE,GER
11279,1.0,1.0,11.098423957824707,CHI,CHI
04743,1.0,1.0,10.752694129943848,CHI,CHI
